,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.57005626,0.3429754376411438,True,0.008305285687639814,0.03303731092506199,0.01687624683039387,254.75463301728027,0.2985784167051315,0.025274688377976418,0.0399971641600132,0.23055794006740699,0.0,0.0,0.002762110713333591,0.22445274258818235,0.4138096190732101,1.0823658496776678,45.619383548139986
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.31220916,-0.256786584854126,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,1.1040885,-3.0149340629577637,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.5268355,-0.8125920295715332,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4842426,-0.8830975294113159,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,12.982626,-11.713974952697754,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.66695035,0.12365996837615967,True,0.014202598774201323,0.015201091909348815,0.007841046209612058,602.354190123476,0.4841694197058678,0.06091225892305374,0.05944415554404259,0.24489718782645212,0.0,0.0,0.22111207007723893,0.913328902810767,1.7469838364370938,0.959714183348436,61.14210311087813
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.1317521,-2.3043437004089355,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0029693004,-2.737065315246582,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,39.199055,-78.95170593261719,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.09987519,-1.9422996044158936,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.09420332,-0.0031670331954956055,False,,,,,,,,,,,,,,,
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.92740244,-0.30520808696746826,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,60.16664,-4.128643035888672,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.0,0.0,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.4084921,-0.15006732940673828,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.033526532,-0.6476316452026367,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.8351896,-4.469630718231201,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,1.8452713,0.3095933794975281,True,0.06832137627081131,0.09151623191548677,0.1189939545202949,34.16032337761119,0.8848256051540375,0.08838534355163574,0.054939571768045425,0.3295918783688123,0.0,0.0,0.0531850621438213,0.6828190804040601,0.3500323845394726,0.46500772507572324,6.7751635262618795
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.17041433,-2.3889832496643066,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,3.6708934,-5.404130935668945,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.4448247,-15.178180694580078,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.605594,-0.30494582653045654,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.0907093,-1.1884963512420654,False,,,,,,,,,,,,,,,
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.5611935,0.28019481897354126,True,0.14695238067306643,0.6193309192751918,0.7815322035372024,21.80243201289332,0.6582864046096801,0.039800409227609634,0.027207283303141594,0.3164950490594296,0.0,0.0,0.00019412222323349587,0.24870869076015023,0.18578304838517617,0.576620230625614,1.1638461641811477
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.40278238,-2.7746756076812744,False,,,,,,,,,,,,,,,
