,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0465,0.9669183,-0.8940428495407104,False,,,,,,,,,,,,,,,,-0.2877976894378662
Snhg6,ENSMUSG00000098234,1,9944118,9941959,-,0.0687,0.16896129,-0.3511834144592285,False,,,,,,,,,,,,,,,,-0.16358518600463867
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.0987,0.40113872,-0.23359441757202148,False,,,,,,,,,,,,,,,,0.1775519847869873
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.009,1.0020388,-1.2074811458587646,False,,,,,,,,,,,,,,,,-1.1796905994415283
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0465,5.059444,-4.0638885498046875,False,,,,,,,,,,,,,,,,-3.26224422454834
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0129,0.26332685,-0.04116499423980713,False,,,,,,,,,,,,,,,,0.06706154346466064
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,-0.0208,0.5221765,-0.580870509147644,False,,,,,,,,,,,,,,,,-0.578123927116394
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.0305,0.00342727,-3.839836597442627,False,,,,,,,,,,,,,,,,0.002696692943572998
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2028,0.050148506,-0.7444344758987427,False,,,,,,,,,,,,,,,,-0.09047341346740723
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.1745,0.06428467,0.360914945602417,True,0.6745638989896791,4.361725858937104,0.29785292459609103,7.176633112087547,0.1173642250398795,0.04418717324733734,0.6030212640762329,0.31758988665765764,0.0,0.0,0.4696626784445129,0.11265692072048096,1.3104513853403001,0.422342689558647,2.732655013545409,0.37716275453567505
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.062,29.668667,-0.8863270282745361,False,,,,,,,,,,,,,,,,-0.8858804702758789
