"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name"
"1","ENSMUSG00000000001",1701.46976753224,0.176883913617161,0.19168350015872,0.922791546850382,0.35611584685837,0.514466703342946,"Gnai3"
"2","ENSMUSG00000000003",0.0474493753935545,0,0.448717947245699,0,1,NA,"Pbsn"
"3","ENSMUSG00000000028",995.285587716918,6.64226593323685,0.353787880244879,18.7747130530286,1.21603158626616e-78,3.02398442996482e-76,"Cdc45"
"4","ENSMUSG00000000037",1.66759393340335,-0.121487952240835,0.677755452481012,-0.179250424022578,0.857741072184016,NA,"Scml2"
"5","ENSMUSG00000000049",1.10058755721986,0.0387547414067377,0.817538786878744,0.0474041623819443,0.962191111650652,NA,"Apoh"
"6","ENSMUSG00000000056",265.8385800958,0.77331340870941,0.258286509191604,2.99401393874484,0.0027533336572759,0.0103856507125888,"Narf"
"7","ENSMUSG00000000058",18.063853695287,1.16909060209204,0.860347786956792,1.35885814994344,0.174191542496286,0.304673043402171,"Cav2"
"8","ENSMUSG00000000078",2059.42383193571,-0.924158678053304,0.20642461200473,-4.4769791212306,7.57066501495871e-06,5.21041698831713e-05,"Klf6"
"9","ENSMUSG00000000085",45.0002430815816,-2.65248374139851,0.52502041574319,-5.05215351986608,4.36856341736278e-07,3.68440934601519e-06,"Scmh1"
"10","ENSMUSG00000000088",13151.3380689079,0.992654682991743,0.209687171527542,4.73397907826402,2.20160430579909e-06,1.67021663575875e-05,"Cox5a"
"11","ENSMUSG00000000093",0.83381585616095,-0.592473664190809,0.568864759212749,-1.04150178859863,0.297642723526005,NA,"Tbx2"
"12","ENSMUSG00000000094",0.730354950869449,-0.897305457912375,0.668906855939563,-1.34145053222993,0.179774220414504,NA,"Tbx4"
"13","ENSMUSG00000000103",0,NA,NA,NA,NA,NA,"Zfy2"
"14","ENSMUSG00000000120",1.31263798374998,0.55706604013296,0.867864424246075,0.641881409779979,0.52095018556492,NA,"Ngfr"
"15","ENSMUSG00000000125",1.89735543050124,-1.27795147075046,0.922023602855936,-1.38602902007286,0.165738042324669,NA,"Wnt3"
"16","ENSMUSG00000000126",3.25855245698181,-0.625305489441759,0.898291281582243,-0.696105486341079,0.486362770937666,0.638094069094261,"Wnt9a"
"17","ENSMUSG00000000127",9.0875232358034,-0.0731496969676906,0.806981175205465,-0.0906461008202155,0.927773799532675,0.965395294522932,"Fer"
"18","ENSMUSG00000000131",834.031811298119,0.00465580702188523,0.186163289625704,0.0250092648837808,0.980047573612389,0.995291842519098,"Xpo6"
"19","ENSMUSG00000000134",124.505334292995,-0.0499302774648391,0.325697989798845,-0.153302381435257,0.878159822761303,0.932211634340198,"Tfe3"
"20","ENSMUSG00000000142",78.3525504737858,-1.77119713823871,0.357589595245266,-4.95315624892238,7.30192951105058e-07,5.93062574600698e-06,"Axin2"
"21","ENSMUSG00000000148",115.893366803915,-0.510511203249482,0.313565530910264,-1.62808457220249,0.103506954368943,0.205001475565568,"Brat1"
"22","ENSMUSG00000000149",97.8215647998008,-0.756962684259999,0.361115670593212,-2.09617788952919,0.0360664135696894,0.0900462207977925,"Gna12"
"23","ENSMUSG00000000154",0.516542901891303,-0.0772968568329823,0.449156807384318,-0.172093254654479,0.863364215657383,NA,"Slc22a18"
"24","ENSMUSG00000000157",3.13765298024851,0.23393080037988,0.922765653788781,0.25351051962043,0.799873733136999,0.882420908180833,"Itgb2l"
"25","ENSMUSG00000000159",1.76029244818436,-0.701789955542609,0.856967047724002,-0.81892291822244,0.412830393219175,NA,"Igsf5"
"26","ENSMUSG00000000167",51.9881023825934,-0.13083837207617,0.465639748541891,-0.280986261344481,0.778720937365237,0.868816839593377,"Pih1d2"
"27","ENSMUSG00000000168",454.401891186029,0.109834112134488,0.174728230338798,0.628599694059284,0.529611160673214,0.676098786745107,"Dlat"
"28","ENSMUSG00000000171",4320.12542789825,0.71854087255684,0.258538423071324,2.77924211040234,0.00544858981917859,0.0185832298996188,"Sdhd"
"29","ENSMUSG00000000182",0.50491844375557,-0.232224319241876,0.449316063597758,-0.51683956585574,0.605268157735863,NA,"Fgf23"
"30","ENSMUSG00000000183",4.44652962567902,-0.751640034804278,0.8361300798277,-0.898951075841174,0.368678720650194,0.527530645303332,"Fgf6"
"31","ENSMUSG00000000184",4288.87663074234,-0.933441094872776,0.31164681067907,-2.9951889860154,0.00274274848899489,0.0103524881070717,"Ccnd2"
"32","ENSMUSG00000000194",310.759796118779,0.983967082720544,0.288088406440315,3.41550392422472,0.000636641121267933,0.00290256170413609,"Gpr107"
"33","ENSMUSG00000000197",0.466203197204402,-0.287690275900824,0.495448999011467,-0.580665772813814,0.561465734023788,NA,"Nalcn"
"34","ENSMUSG00000000202",0.270761032418627,0.0944614979245434,0.448717947245699,0.210514196065397,0.833266373043613,NA,"Btbd17"
"35","ENSMUSG00000000204",36.0556632481233,2.31779076352619,0.769841652516519,3.01073702098297,0.00260614458241337,0.00990334941317081,"Slfn4"
"36","ENSMUSG00000000214",0.71477218712219,-0.075667206586104,0.451116027693225,-0.167733358916612,0.866793051352358,NA,"Th"
"37","ENSMUSG00000000215",0.239057708242654,0,0.448717947245699,0,1,NA,"Ins2"
"38","ENSMUSG00000000216",0.146575041336662,0,0.448717947245699,0,1,NA,"Scnn1g"
"39","ENSMUSG00000000223",8.25982594888806,0.649670420707102,0.832436010086182,0.780444878447584,0.435129060678688,0.590248068031173,"Drp2"
"40","ENSMUSG00000000244",1585.00721827555,-0.438133826088817,0.263845849545133,-1.66056743679748,0.0968003534719892,0.194868330620397,"Tspan32"
"41","ENSMUSG00000000247",6.07985902900958,1.99009020561495,0.922307071018998,2.15773061721866,0.0309487820499172,0.0795718267392579,"Lhx2"
"42","ENSMUSG00000000248",6.83594952949043,1.33927270795936,0.913004586710339,1.46688497237995,0.142407349172478,0.261807814145098,"Clec2g"
"43","ENSMUSG00000000253",1.80901667777287,0.218703342347994,0.777755645616335,0.281198013258626,0.778558528401123,NA,"Gmpr"
"44","ENSMUSG00000000263",0.112587175247933,0,0.448717947245699,0,1,NA,"Glra1"
