PCs1,PCs2,PCs3,PCs4,PCs5,PCs6,PCs7,PCs8,PCs9,PCs10,PCs11,PCs12,PCs13,PCs14,PCs15,PCs16,PCs17,PCs18,PCs19,PCs20
-0.00021687075220858825,-0.005665802651163635,0.0026123275948488358,0.004071631953504257,0.004580517597503102,-0.0004782685867107727,-0.0026922189951348835,-0.004217613990960894,-0.008039390903098173,-0.0010421958080317553,0.0030126138065598067,-0.0018955790197466625,0.014089917479526766,0.00043166976656490766,0.004785735610314565,0.002023935221287502,-0.0002545577569496604,0.013021004425031107,0.0058251434489514625,0.0004124090817468642
-0.0007226611524083613,0.00546305939269117,-0.029311997459090324,0.0019586964627859504,-0.0039827131125246456,-0.010494362081630862,0.0064847213571754105,0.01779448118903714,0.011355032478000706,0.0028046954441092752,0.01706323943555868,-0.011243759710060867,-0.00045743888781843607,0.018057082434209896,-0.0016009601381729254,0.006150065197836703,0.006604714655023493,-0.0137783711042272,0.03869125194973183,0.033343664136952646
-0.00854231558672373,0.0064572052563832295,-0.015350204769475148,-0.00371267605945866,0.0018540391730331018,-0.01405909383607244,-0.001061365919947554,-0.008497283613109493,0.0016758227631884519,0.008436592107665442,-0.00041995258997452054,-0.019594691618091135,-0.020688283759858,0.00805118150576539,0.00745543195464004,0.004774347923534543,0.02187453652273815,-0.0007752459765674574,-0.010131820622514909,-0.008805699156923686
-0.0013319819929974517,0.004023922884017426,-0.0023066441136807454,-0.004632520289485148,-0.009574135953465604,0.0031711997587621516,-0.007013315139451621,-0.01126313299714233,-0.004275654303627043,-0.014446096891736305,0.002227135797620235,-0.0053821079315941,-0.0012057552107012936,0.008188223380218573,0.005898097293374425,0.0002688320383491373,-0.007276420886669051,-0.006334261292953921,0.002811541762094709,0.0060168084104216145
-0.000756271788055697,-0.0027914147754161075,0.0008250734241797182,0.002287004915517776,-0.008446879171613866,0.00270201476492327,-0.016238539488628956,0.0043405972904120935,0.0046545716483375925,0.002626152951005002,-0.0036261174127382133,-0.005033283430431059,0.006849645235624766,-0.003536805889866859,0.007850658076184795,-0.0006022398426196237,0.0019676521882905688,0.0003197409407518035,-0.0029749575711680207,-0.0012609004449081892
-0.02709173468396223,-0.018730685809415788,0.00426321244339641,-0.0021629815804626485,-0.007885299257525874,0.006857703691843784,0.020568216936860617,-0.011302402741308306,-0.0375416860493869,0.006408410104938553,-0.022154983876354954,0.0058316459652003275,-0.0022735182720250136,0.033782950947688906,0.03955980792485748,-0.015918603697235766,0.0001349737634628125,0.03865039849993169,-0.031019007743070412,-0.004883508611112239
-0.0033025826164537523,-0.00431963696590257,0.0007257661096766908,0.0008707855349831862,-0.0002832339759058895,0.002190359394942959,-0.004090044878428943,-0.004232967274505191,-0.001397524693959611,0.0006361339153318165,-0.005294472035326439,-0.001325337200290593,-0.011557274257908463,-0.0003393825169031787,0.008345022473994136,-0.003432281811886117,-0.006060700347325516,0.0015328283363206649,-0.001954600978054825,-0.0021456019087997607
0.024453688256408996,0.008363654393087349,-0.026584868671729524,-0.008032180168249248,-0.01322690457070832,-0.03457185995999377,-0.005837732006754079,-0.0020939798071432487,0.014891592150267818,0.01536602866425117,-0.0016736280262641843,-0.01194233145779584,-0.01000709226863303,0.018548971183082474,0.0025128824192733453,0.010937514179999892,0.0027688367678440065,0.001557003556519783,0.0006143736257705416,-0.0009631580709851613
-0.024758651919619155,0.013038167321919267,-0.012552970177794423,-0.016790639993028822,0.021689016221657854,-0.011231544414309121,0.02094230147962269,0.004632112984783717,0.003517917725775512,-0.044305061535032844,0.03798184454052444,0.02000537592859996,-0.010429769507803978,-0.020513365445356778,0.01810790528571144,0.00889371606414953,-0.013557214281925354,-0.0038373797811116547,0.02932153380416289,0.01654856177093915
-0.02936231802326349,0.03850046597551044,-0.017206177121628342,-0.050929081522583394,-0.06336940838102252,0.015936486768778603,0.03601250665758846,-0.020747705492555026,-0.008289904628364958,0.01964791472931012,-0.01999676053669014,0.02832398099549046,0.04060150006054753,-0.0015317656631404608,-0.05312255815359754,0.021311539560475108,-0.0033134632663934264,0.017607434533513804,-0.04335664183511462,-0.011196808555444472
