peak_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
Merged-chr1-105435221-43,36.86168697,-2.467110465,0.4843905,-5.093226361,3.5200000000000003e-07,0.00020783799999999998,Rnf152
Merged-chr1-105435221-43,36.86168697,-2.467110465,0.4843905,-5.093226361,3.5200000000000003e-07,0.00020783799999999998,Pign
Merged-chr1-105519381-4,12.60824479,-2.726814763,0.730982074,-3.730344231,0.000191218,0.010630001000000002,Pign
Merged-chr1-105565206-15,9.26254511,-2.288077586,0.7607423040000001,-3.007690745,0.002632409,0.04547603099999999,Pign
Merged-chr1-105565206-15,9.26254511,-2.288077586,0.7607423040000001,-3.007690745,0.002632409,0.04547603099999999,2310035C23Rik
Merged-chr1-111864620-131,170.67875159999997,-1.292687647,0.303345219,-4.261440649,2.0300000000000002e-05,0.002675158,Dsel
Merged-chr1-118311333-62,48.86698089,-1.144933773,0.40211045700000003,-2.8473116089999997,0.004409018,0.059913658,Tsn
Merged-chr1-118311333-62,48.86698089,-1.144933773,0.40211045700000003,-2.8473116089999997,0.004409018,0.059913658,Nifk
Merged-chr1-118311333-62,48.86698089,-1.144933773,0.40211045700000003,-2.8473116089999997,0.004409018,0.059913658,Clasp1
Merged-chr1-118399950-39,23.94850284,-1.651213413,0.56608434,-2.916903534,0.0035352509999999997,0.053247935999999996,Tsn
Merged-chr1-118399950-39,23.94850284,-1.651213413,0.56608434,-2.916903534,0.0035352509999999997,0.053247935999999996,Nifk
Merged-chr1-118399950-39,23.94850284,-1.651213413,0.56608434,-2.916903534,0.0035352509999999997,0.053247935999999996,Clasp1
Merged-chr1-118399950-39,23.94850284,-1.651213413,0.56608434,-2.916903534,0.0035352509999999997,0.053247935999999996,2900060B14Rik
Merged-chr1-120265280-63,51.54508453,-1.208472166,0.40331620100000004,-2.9963392580000003,0.002732423,0.046321325,3110009E18Rik
Merged-chr1-120265280-63,51.54508453,-1.208472166,0.40331620100000004,-2.9963392580000003,0.002732423,0.046321325,Steap3
Merged-chr1-120265280-63,51.54508453,-1.208472166,0.40331620100000004,-2.9963392580000003,0.002732423,0.046321325,C1ql2
Merged-chr1-121419282-16,4.478498408,-2.499061653,0.8292598870000001,-3.013604895,0.002581638,nan,Insig2
Merged-chr1-121419282-16,4.478498408,-2.499061653,0.8292598870000001,-3.013604895,0.002581638,nan,Ccdc93
Merged-chr1-121419282-16,4.478498408,-2.499061653,0.8292598870000001,-3.013604895,0.002581638,nan,Htr5b
Merged-chr1-126817888-53,29.76060245,-1.940360501,0.512197173,-3.7883077110000003,0.00015167700000000002,0.009340868,Nckap5
Merged-chr1-127349004-37,29.36154686,-1.508916185,0.525584023,-2.870932372,0.004092630999999999,0.057124605,Mgat5
Merged-chr1-132008779-3,18.58869822,2.585366654,0.665016845,3.8876709289999996,0.000101211,0.0074600940000000004,Nucks1
Merged-chr1-132008779-3,18.58869822,2.585366654,0.665016845,3.8876709289999996,0.000101211,0.0074600940000000004,Slc45a3
Merged-chr1-132008779-3,18.58869822,2.585366654,0.665016845,3.8876709289999996,0.000101211,0.0074600940000000004,Elk4
Merged-chr1-132008779-3,18.58869822,2.585366654,0.665016845,3.8876709289999996,0.000101211,0.0074600940000000004,Mfsd4a
Merged-chr1-132791226-20,1109.15749,-0.8733184959999999,0.318057825,-2.745785287,0.006036626,0.070268675,Nfasc
Merged-chr1-132791226-20,1109.15749,-0.8733184959999999,0.318057825,-2.745785287,0.006036626,0.070268675,Gm10538
Merged-chr1-132791226-20,1109.15749,-0.8733184959999999,0.318057825,-2.745785287,0.006036626,0.070268675,Lrrn2
Merged-chr1-13301699-56,17.90577287,-1.88036106,0.619739124,-3.034117078,0.002412408,0.043525024,Ncoa2
Merged-chr1-13388732-10,5.541280747999999,-2.273400009,0.8136157470000001,-2.7941937169999997,0.00520293,nan,Ncoa2
Merged-chr1-134079196-60,83.71620905,1.031289503,0.34741350200000004,2.9684784769999997,0.002992781,0.048341877000000005,Fmod
Merged-chr1-134079196-60,83.71620905,1.031289503,0.34741350200000004,2.9684784769999997,0.002992781,0.048341877000000005,Btg2
Merged-chr1-134079196-60,83.71620905,1.031289503,0.34741350200000004,2.9684784769999997,0.002992781,0.048341877000000005,Chit1
Merged-chr1-134093495-127,105.7852078,0.915962582,0.354544704,2.583489674,0.009780639,0.091458061,Fmod
Merged-chr1-134093495-127,105.7852078,0.915962582,0.354544704,2.583489674,0.009780639,0.091458061,Btg2
Merged-chr1-134093495-127,105.7852078,0.915962582,0.354544704,2.583489674,0.009780639,0.091458061,Chit1
Merged-chr1-134093495-127,105.7852078,0.915962582,0.354544704,2.583489674,0.009780639,0.091458061,Chil1
Merged-chr1-13426968-55,33.23157154,1.316380963,0.47893618200000004,2.7485519239999996,0.005985915,0.06993575,Ncoa2
Merged-chr1-134406012-70,36.41008625,1.234406444,0.46925910600000004,2.630543399,0.008524848,0.084444579,Ppfia4
Merged-chr1-134406012-70,36.41008625,1.234406444,0.46925910600000004,2.630543399,0.008524848,0.084444579,Tmem183a
Merged-chr1-134406012-70,36.41008625,1.234406444,0.46925910600000004,2.630543399,0.008524848,0.084444579,4933406M09Rik
Merged-chr1-134406012-70,36.41008625,1.234406444,0.46925910600000004,2.630543399,0.008524848,0.084444579,Cyb5r1
Merged-chr1-134406012-70,36.41008625,1.234406444,0.46925910600000004,2.630543399,0.008524848,0.084444579,Adipor1
Merged-chr1-134406012-70,36.41008625,1.234406444,0.46925910600000004,2.630543399,0.008524848,0.084444579,Klhl12
