peak_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
Merged-chr1-10084279-1,15.793630279656599,5.77281107813793,1.85521427478682,3.11166810033373,0.00186033524543285,0.8289012257788001,Ppp1r42
Merged-chr1-10084279-1,15.793630279656599,5.77281107813793,1.85521427478682,3.11166810033373,0.00186033524543285,0.8289012257788001,Cops5
Merged-chr1-10084279-1,15.793630279656599,5.77281107813793,1.85521427478682,3.11166810033373,0.00186033524543285,0.8289012257788001,Cspp1
Merged-chr1-10084279-1,15.793630279656599,5.77281107813793,1.85521427478682,3.11166810033373,0.00186033524543285,0.8289012257788001,Arfgef1
Merged-chr1-101258884-2,11.7612140380421,5.1582464657279505,1.93142467373698,2.67069512773057,0.00756943622096426,0.8289012257788001,Gm20268
Merged-chr1-10566526-1,11.089144664439699,5.03330881273457,1.94626109106648,2.58614264850586,0.00970567535394578,0.8289012257788001,Cpa6
Merged-chr1-106094373-1,12.4332834116445,5.275656916579219,1.91722881370027,2.75170959192772,0.0059285068976431795,0.8289012257788001,Zcchc2
Merged-chr1-106094373-1,12.4332834116445,5.275656916579219,1.91722881370027,2.75170959192772,0.0059285068976431795,0.8289012257788001,Gm20753
Merged-chr1-106094373-1,12.4332834116445,5.275656916579219,1.91722881370027,2.75170959192772,0.0059285068976431795,0.8289012257788001,Phlpp1
Merged-chr1-106869597-1,12.849485586643802,4.74824488266839,1.76447504141826,2.6910241126742203,0.00712330460811111,0.8289012257788001,Vps4b
Merged-chr1-106869597-1,12.849485586643802,4.74824488266839,1.76447504141826,2.6910241126742203,0.00712330460811111,0.8289012257788001,Serpinb5
Merged-chr1-106869597-1,12.849485586643802,4.74824488266839,1.76447504141826,2.6910241126742203,0.00712330460811111,0.8289012257788001,Serpinb12
Merged-chr1-116524801-1,14.785526219252999,5.63725630180206,1.8723469881928998,3.01079678999183,0.00260563167644645,0.8289012257788001,Cntnap5a
Merged-chr1-118771969-1,13.777422158849301,5.490786601421091,1.89070106232607,2.90410087074577,0.0036830947601362296,0.8289012257788001,Tfcp2l1
Merged-chr1-118771969-1,13.777422158849301,5.490786601421091,1.89070106232607,2.90410087074577,0.0036830947601362296,0.8289012257788001,Gli2
Merged-chr1-119464677-1,13.8402955037795,5.117588025319081,1.8387963540494299,2.78311843182038,0.0053839149368584,0.8289012257788001,Inhbb
Merged-chr1-119464677-1,13.8402955037795,5.117588025319081,1.8387963540494299,2.78311843182038,0.0053839149368584,0.8289012257788001,Ralb
Merged-chr1-119464677-1,13.8402955037795,5.117588025319081,1.8387963540494299,2.78311843182038,0.0053839149368584,0.8289012257788001,Tmem185b
Merged-chr1-119464677-1,13.8402955037795,5.117588025319081,1.8387963540494299,2.78311843182038,0.0053839149368584,0.8289012257788001,3830432H09Rik
Merged-chr1-119464677-1,13.8402955037795,5.117588025319081,1.8387963540494299,2.78311843182038,0.0053839149368584,0.8289012257788001,Epb41l5
Merged-chr1-119541334-1,11.4251793512409,5.09676956466552,1.9387624315115801,2.6288778252690603,0.008566713233856441,0.8289012257788001,Ralb
Merged-chr1-119541334-1,11.4251793512409,5.09676956466552,1.9387624315115801,2.6288778252690603,0.008566713233856441,0.8289012257788001,Tmem185b
Merged-chr1-119541334-1,11.4251793512409,5.09676956466552,1.9387624315115801,2.6288778252690603,0.008566713233856441,0.8289012257788001,3830432H09Rik
Merged-chr1-119541334-1,11.4251793512409,5.09676956466552,1.9387624315115801,2.6288778252690603,0.008566713233856441,0.8289012257788001,Epb41l5
Merged-chr1-119569325-1,11.089144664439699,5.03330881273457,1.94626109106648,2.58614264850586,0.00970567535394578,0.8289012257788001,Ralb
Merged-chr1-119569325-1,11.089144664439699,5.03330881273457,1.94626109106648,2.58614264850586,0.00970567535394578,0.8289012257788001,Tmem185b
Merged-chr1-119569325-1,11.089144664439699,5.03330881273457,1.94626109106648,2.58614264850586,0.00970567535394578,0.8289012257788001,3830432H09Rik
Merged-chr1-119569325-1,11.089144664439699,5.03330881273457,1.94626109106648,2.58614264850586,0.00970567535394578,0.8289012257788001,Epb41l5
