"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name"
"1","ENSMUSG00000000001",1701.46976753224,-0.148228333607214,0.192533921403899,-0.769881652679063,0.44137009827323,1,"Gnai3"
"2","ENSMUSG00000000003",0.0474493753935545,0,0.448717947245699,0,1,NA,"Pbsn"
"3","ENSMUSG00000000028",995.285587716918,-0.269166462497118,0.245189541633644,-1.09778932944579,0.272296491965894,1,"Cdc45"
"4","ENSMUSG00000000037",1.66759393340335,-0.683045662675837,0.691365977244126,-0.987965397716771,0.323169594902293,NA,"Scml2"
"5","ENSMUSG00000000049",1.10058755721986,-0.157343085428802,0.831475189659336,-0.189233650487234,0.849909694823799,NA,"Apoh"
"6","ENSMUSG00000000056",265.8385800958,-0.0921860374927957,0.257382066194197,-0.358168068412508,0.720217541934716,1,"Narf"
"7","ENSMUSG00000000058",18.063853695287,0.356727863662907,0.899258900378797,0.396690945747261,0.691595377786432,1,"Cav2"
"8","ENSMUSG00000000078",2059.42383193571,-0.186698226984423,0.206659172276764,-0.903411278229603,0.366307656463514,1,"Klf6"
"9","ENSMUSG00000000085",45.0002430815816,-0.123622131799123,0.444934819231233,-0.277843240078895,0.781132696687065,1,"Scmh1"
"10","ENSMUSG00000000088",13151.3380689079,-0.285294077745486,0.209646963916825,-1.36083095321463,0.173567117654195,0.997847454442768,"Cox5a"
"11","ENSMUSG00000000093",0.83381585616095,0.281190235119925,0.568949471165285,0.494227078801935,0.621145817823089,NA,"Tbx2"
"12","ENSMUSG00000000094",0.730354950869449,-0.37330708791305,0.666961947056234,-0.559712723582977,0.575675402282214,NA,"Tbx4"
"13","ENSMUSG00000000103",0,NA,NA,NA,NA,NA,"Zfy2"
"14","ENSMUSG00000000120",1.31263798374998,0.274469643905568,0.868162292174606,0.316150155771066,0.751888538715543,NA,"Ngfr"
"15","ENSMUSG00000000125",1.89735543050124,0.655740516656733,0.931748809780494,0.703773924660248,0.481573574746571,NA,"Wnt3"
"16","ENSMUSG00000000126",3.25855245698181,0.236843726628392,0.897512330549491,0.263889106106639,0.791865370263845,NA,"Wnt9a"
"17","ENSMUSG00000000127",9.0875232358034,0.831857123123506,0.761444512241925,1.09247241230259,0.274625509969311,1,"Fer"
"18","ENSMUSG00000000131",834.031811298119,-0.112343206474918,0.185017769600164,-0.607202252614438,0.543716697509754,1,"Xpo6"
"19","ENSMUSG00000000134",124.505334292995,0.0503943333251228,0.3112998918556,0.161883555515332,0.871397552799732,1,"Tfe3"
"20","ENSMUSG00000000142",78.3525504737858,0.0148947714712865,0.402338598449831,0.0370204885354636,0.970468669447849,1,"Axin2"
"21","ENSMUSG00000000148",115.893366803915,0.216780890404926,0.310371661259268,0.698455811092363,0.484892183573857,1,"Brat1"
"22","ENSMUSG00000000149",97.8215647998008,-0.0100463388466786,0.365046046380989,-0.0275207441534472,0.978044394670762,1,"Gna12"
"23","ENSMUSG00000000154",0.516542901891303,0,0.448717947245699,0,1,NA,"Slc22a18"
"24","ENSMUSG00000000157",3.13765298024851,-0.310754099496181,0.919953542466164,-0.337793252758316,0.735518994856979,NA,"Itgb2l"
"25","ENSMUSG00000000159",1.76029244818436,-0.611435113854602,0.844341958475284,-0.724155785126128,0.468970099780848,NA,"Igsf5"
"26","ENSMUSG00000000167",51.9881023825934,-0.115037300244966,0.373651444684539,-0.307873291757477,0.75817874941234,1,"Pih1d2"
"27","ENSMUSG00000000168",454.401891186029,0.0150661164560525,0.165023895764913,0.091296574876133,0.927256939477485,1,"Dlat"
"28","ENSMUSG00000000171",4320.12542789825,-0.543322334454797,0.258591693560396,-2.10108192948549,0.0356337748840671,0.715655083315036,"Sdhd"
"29","ENSMUSG00000000182",0.50491844375557,-0.00672219450298608,0.449458313446998,-0.0149562135171826,0.988067113022806,NA,"Fgf23"
"30","ENSMUSG00000000183",4.44652962567902,1.21011894069168,0.840034510620193,1.44055860252485,0.149709422834973,0.981094561605946,"Fgf6"
