wilcoxon,t-test,t-test_overestim_var
Lag3,Lag3,Lag3
Tox,Pdcd1,Tox
Ifi27l2a,Ptpn11,Ptpn11
Ptpn11,Il1rl1,Ifi27l2a
S100a11,Tox,Pdcd1
Ptpn6,Ddit4,Ptpn6
Pdcd1,Nrgn,S100a11
Bcl2a1b,Ptpn6,Il1rl1
Rpsa,Ifi27l2a,Rpsa
Icos,Smco4,Bcl2a1b
Sept7,Gldc,Smco4
Nrgn,S100a11,Nrgn
Smco4,Ehd4,Icos
Trdc,Pdcd1lg2,Ddit4
Serpinb6b,Bcl2a1b,Rpl28
Slamf6,Tox2,Gldc
Cd27,Xcl1,Serpinb6b
Trav14-1,Icos,Ehd4
Ide,Tacc2,Sept7
Rap1a,Nrp1,Arap2
Rgs10,Tnfrsf4,Rap1a
Arap2,Rpsa,Nrp1
Ptms,Cd200r1,Ide
S100a6,Ide,Ptms
Batf,Arap2,Slamf6
Nrp1,Vps18,Cd27
Zbtb32,Tnfrsf9,Rps26
Rps26,Tmem221,Xcl1
Lgals3,Sept7,Rgs10
Adk,Nfe2,Trdc
Inpp4b,Spry2,Batf
Bhlhe40,Serpinb6b,Psen2
Rpl28,Ptms,Zbtb32
Psen2,Rgs10,Bcl2a1d
Bcl2a1d,Crppa,Bhlhe40
Atp5e,Trdc,Inpp4b
Ehd4,Psen2,Bcl2l11
Plscr1,Slamf6,Tnfrsf9
Bcl2l11,Inpp4b,Nfatc1
Tnfaip8,Bcl2a1d,Lgals3
Xcl1,Gemin8,Tox2
Arpc3,Fmo5,Tnfrsf4
Lgals9,Rap1a,Trps1
Isg15,Cd27,Lgals9
Il1rl1,Zbtb32,S100a4
Farsb,Bcl2l11,Hmox2
Xaf1,Eif2b3,Zfp207
S100a4,Rps26,Pdcd1lg2
Rps12,Nfatc1,Tacc2
Crlf2,Taf9b,S100a6
Nfatc1,Rpl28,Plscr1
Gldc,Batf,Cd160
Uqcc2,Ccr6,Adk
Tnfsf8,Gpm6b,Ctsc
Mindy3,Phactr2,Rps12
Zbp1,Trps1,Eif2b3
Hmox2,Tlr7,Timm22
Zfp207,Bhlhe40,Tnfaip8
Rilpl2,Myo1e,Lsm1
Ddit4,Lgals3,Serpinb9
Casp4,Lgals9,Spry2
Cd160,Dnmt3b,Hip1
Rtp4,Plscr1,Tnfsf8
Ndufa7,Ankrd46,Cpt1a
Serpinb9,Timm22,Prdx2
Lsm1,Hmox2,Xaf1
Trps1,Ctsc,Casp4
Trac,Cpt1a,Ankrd46
Cst7,Cd160,Bcl2
Pglyrp1,Fubp3,Pglyrp1
Ctsc,Hip1,Evi2a
Hif1a,Zfp605,Gemin8
Lrmp,Zfp207,Rps6
Trbv13-3,Lipt1,Farsb
Cd3e,Gas2,Taf9b
Pou2f2,Hivep3,Dhrs4
Prdx2,Dhrs4,Mindy3
Eif2ak2,Cmtr2,Trbc2
Ifng,Prag1,Ccr6
Mrpl21,Tcf4,Lrmp
,Gm45716,Crlf2
,Slc39a13,Ddx10
,Ighd,Tcf4
,Rps12,Uqcc2
,Aldh18a1,Cd9
,Bcl2,Sh3bgrl
,S100a4,Vps18
,Serpinb9,Pou2f2
,Tnfsf8,Ifng
,Adk,Arpc3
,Evi2a,Ndufv2
,Tnfaip8,Zbp1
,Lsm1,Oxsr1
,Gpd2,Fubp3
,S100a6,Churc1
,Irf8,Gm45716
,Casp4,Naa20
,Mettl1,Rilpl2
,Tmem164,Hivep3
,Lrmp,Ctsb
,Xaf1,Gpd2
,Ddx10,Myo1e
,Mindy3,Tmem167
,Pglyrp1,Irf8
,Otud7b,Phactr2
,Sh3bgrl,Cst7
,Cdip1,Smn1
,Oxsr1,Rpl10
,Hdac6,Prag1
,Ssc4d,9530068E07Rik
,Farsb,Ifi35
,Tmem171,1700123O20Rik
,Pom121,Khsrp
,Rbm8a2,Atp5e
,Slc5a3,Crppa
,Snx16,Rps17
,Arpc3,Tlr7
,Zbp1,Eci1
,Crlf2,Hif1a
,Cd22,Cdip1
,9530068E07Rik,Slc25a17
,Ly6k,Aldh18a1
,Cd9,Cd200r1
,Pigg,Otud7b
,Pde10a,Fdxr
,Bid,Mrpl21
,Ifng,Sar1b
,Pou2f2,Sdcbp2
,Uqcc2,Rtp4
,Lipe,St13
,Smn1,Eea1
,Fdxr,Capza2
,Eci1,Ndufa7
,Serpinf1,Isg15
,Zfp608,Ndfip1
,Ccdc30,Pom121
,Zfp451,Gadd45b
,Prdx2,Ccdc50
,Ifi35,Slc5a3
,Pde4a,Lamtor5
,Wnt3,Mettl1
,1700123O20Rik,Syt11
,Naa20,Zfp451
,Slc28a2b,Bid
,Rps6,Nfkbiz
,Traf4,Rbm34
,Ctsb,Tmem221
,Cwf19l1,Orai1
,Eea1,Rpl32
,Dusp16,Nfe2
,Pak6,Tmem164
,Klf8,Lrrc41
,Aifm2,Polr2g
,Atp5e,Gas2
,Rbm34,Mpc1
,Sdcbp2,Rps8
,Igip,Dynll1
,Il21,Pmm1
,Trbc2,Itgb1
,Rad9b,Zap70
,Zfp867,Rsl24d1
,Gadd45b,Med29
,Ndufv2,Dido1
,Slc25a17,Mmd
,Khsrp,Zc3h12d
,Cst7,Foxn3
,Zan,Ikzf2
,Lrrc41,Sec13
,Akr1c13,Gpm6b
,Churc1,Selenow
,Ift172,Ccdc30
,Slc15a3,Gsk3a
,1700030K09Rik,Dnajc30
,Gm10767,Cxcr4
,Nipal1,Sbds
,Syt11,Fmo5
,Mmd,Gimap5
,Mrpl21,Tulp4
,Ankrd24,Hspa13
,Timp2,Pycrl
,Rilpl2,Tmem259
,Hif1a,Dnmt3b
,Dnajc30,Stk39
,Areg,Cd22
,Lrrc73,Abcf1
,Tmem218,Timp2
,Rbm12b1,Wdr26
,Zfp747,Hmgn5
,C1qtnf12,Mitd1
,,Fam162a
,,Zfp410
,,Ttc5
,,Mrpl45
,,3830406C13Rik
,,Traf4
,,Mrps35
,,Vps29
,,Ssr2
,,Id3
,,Znrd1
,,Rps18
,,Apobec3
,,Prpsap1
,,Bola3
,,Ndufaf3
,,Rinl
,,Ggct
,,Gm2000
,,Mfhas1
,,Marcksl1
,,Tspan32
,,Pak6
,,Cd3e
,,Jaml
,,Myo1g
,,Larp1b
,,Acadl
,,Timm17b
,,Ecd
,,Bst2
,,Gapdh
,,Twsg1
,,Zfp605
,,Ddx54
,,Cox6b1
,,Aimp1
,,Snx16
,,Rplp0
,,Slc4a1ap
,,Trav14-1
,,Arid1b
,,Txnl4a
,,Uap1l1
,,Exoc7
,,Bod1
,,Txn2
,,Fam136a
,,Stx8
,,Phlpp1
,,Tle3
,,Slc39a13
,,Ifi211
,,Ptprj
,,Trac
,,Ptpn12
,,Rpl26
,,Sh3glb2
,,Wdr83os
,,Ift46
,,Sh2d2a
,,Pdcd6
,,Man2b2
,,Wdr4
,,Ighd
,,Zfp617
,,Plekhg2
,,Arl14ep
,,Taok2
,,Eif1b
,,Prkca
,,Ly6a
,,Atp5g2
,,Cfdp1
,,Rom1
,,Slc15a3
,,Coro2a
,,Tab2
,,Sco2
,,Hilpda
,,Cwf19l1
,,Snw1
,,Lipt1
,,Plrg1
,,Rrp1b
,,Ccdc28b
,,Slc25a11
,,Mrpl52
,,Mnat1
,,Cmtr2
,,Adora2a
,,Polr2f
,,Rgs16
,,Dusp2
,,2210016L21Rik
,,Hibch
,,Rpl10a
,,Pecam1
,,mt-Cytb
,,Rpl36a
,,Micu1
,,Ssc4d
,,Cct4
,,Cgrrf1
,,Coq10a
,,Triobp
,,Ptprcap
,,Fam8a1
,,Hook1
,,Rbm12b1
,,Dtx1
,,Litaf
,,Anxa11
,,Tsr3
,,Coa3
,,Dennd2d
,,Znhit6
,,Mrpl22
,,Scfd1
,,Sh3bp2
,,Hccs
,,Gtf3c1
,,Polr3d
,,BC052040
,,Zfp740
,,Tbkbp1
,,Zan
,,Cstf3
,,Rpl41
,,Prf1
,,Furin
,,Gm14305
,,Trib1
,,Eif3f
,,Fkbp1a
,,Akr1c13
,,Smim20
,,Phb2
,,Ndufs2
,,Extl3
,,C1qtnf12
,,Nipal1
,,Tsc2
,,Rpl31
,,Decr1
,,Slc39a14
,,Ascc1
,,Bloc1s5
,,Strada
,,Smarcd1
,,Rel
,,Art3
,,Wdr74
,,Tnfrsf1b
,,Rexo2
,,Zmynd8
,,Tprkb
,,Mrpl43
,,Msto1
,,Rnf11
,,Psma6
,,Wdr18
,,Eif2ak2
,,Slc22a15
,,Atp5d
,,Il21
,,Adipor2
,,Gm38394
,,Dand5
,,Neurl2
,,Sf3b6
,,Atg5
,,Dctd
,,Smyd5
,,Ifit3
,,Casp1
,,Phf13
,,Rbfa
,,Aen
,,Ino80
,,Btf3
,,Tmem218
,,Snapin
,,Gyg
,,Comt
,,Chmp3
,,Stoml1
,,Inpp5b
,,Prkab2
,,Mrpl36
,,Ola1
,,Hint1
,,Nop16
,,Upk1a
,,Spock2
,,Nol12
,,Akap11
,,Hdac6
,,Rad9b
,,Msrb2
,,Plxdc2
,,Dhx37
,,Mgat5
,,Mydgf
,,Vamp5
,,Tacc1
,,Impdh1
,,Txndc9
,,Rps3a1
,,Naa60
,,Kdm4c
,,Bnip1
,,Unc119b
,,Rps11
,,Rnf10
,,Usp42
,,Top1mt
,,Dhx58
,,Dusp16
,,Ifrd2
,,Nampt
,,Gm42372
,,Dtx3l
,,Tmem171
,,Rybp
,,Btbd6
,,Herc6
,,AW209491
,,Aifm2
,,Slc35a4
,,Rbm8a2
,,Tmem179b
,,Arf3
,,Gabarapl1
,,Snrpe
,,Cops4
,,Ttc19
,,Ube2e1
,,Amn1
,,Carnmt1
,,Pwp1
,,Ndufaf7
,,Ly6k
,,Phf11c
,,Rab10
,,Pigg
,,Eml2
,,Ppfibp1
,,Tubgcp4
,,Bex3
,,Pde10a
,,Tor1aip2
,,Phf11b
,,Gm4070
,,Parp9
,,Gmds
,,Svbp
,,Cenpx
,,Gnpda2
,,Zfp422
,,Lbh
,,Zdhhc13
,,Ccdc186
,,Lipe
,,Nfe2l1
,,Ctc1
,,Zfp747
,,Slc39a10
,,Cd200
,,Tacstd2
,,Socs5
,,1700030K09Rik
,,Ccdc86
,,Pnisr
,,Arhgap31
,,Nek4
,,Sumo1
,,Nat2
,,Irf7
,,Serpinf1
,,Prss30
,,Slc30a6
,,Senp3
,,Zfp608
,,Efhd2
,,Lclat1
,,Mrpl51
,,Stap1
,,Prmt6
,,Zfp426
,,Bcl6
,,Synpo
,,Zfp825
,,Polr3k
,,Pde4a
,,Wnt3
,,Dpf2
,,B230217C12Rik
,,Pdzk1ip1
,,Paqr3
,,Nit1
,,Slc28a2b
,,Gdi2
,,Pura
,,Noc2l
,,Ube2m
,,Nmt1
,,Tanc2
,,Anapc16
,,Cxcl10
,,Sfi1
,,Tomm5
,,Usp38
,,Armc1
,,Trib2
,,Lif
,,Tcirg1
,,Klf8
,,Grpel1
,,Thg1l
,,Prr7
,,Ryk
,,Ap1s2
,,Ankhd1
,,Snrpd2
,,Mccc2
,,Socs1
,,Cenpc1
,,Areg
,,Igip
,,Chst12
,,Psat1
,,Grcc10
,,Zfc3h1
,,Map2k2
,,Zfp867
,,Gpr65
,,Lgals1
,,Tpm4
,,Egr3
,,Hhat
,,Fam81a
,,Ndufs6
,,Psenen
,,Psma4
,,Lonp2
,,Nkiras2
,,Rangrf
,,Limd1
,,Actr6
,,Rars
,,Atp6v1g2
,,Plod2
,,Ap5s1
,,Uhrf2
,,Hivep2
,,Ccdc32
,,Dusp22
,,Rnf216
,,Ndufa12
,,Ociad1
,,Il23r
,,Exosc1
,,Bap1
,,Il2rb
,,Tnfrsf13c
,,Ift172
,,Swi5
,,Oma1
,,Myl6b
,,Taldo1
,,Gm10767
,,St6galnac3
,,Zfp865
,,Xab2
,,Itpr1
,,Wars2
,,Gpatch4
,,Klf16
,,B3gat3
,,Cela1
,,Mtx2
,,Zfp560
,,Ubac2
,,Mllt3
,,Hmces
,,Ptcd3
,,Ptk2b
,,Bud31
,,Ap4s1
,,Gpn2
,,Ankrd24
,,Top1
,,Gnpnat1
,,Pop5
,,E2f4
,,Katnbl1
,,Snx25
,,Usp15
,,Maf
,,Rnh1
,,Repin1
,,Farp1
,,Sec62
,,Ccdc141
,,Plekha2
,,Bzw2
,,Gna12
,,Irak4
,,G6pc3
,,Igtp
,,Bcl2l1
,,Raf1
,,Tnip2
,,Lrrc73
,,Fam222b
,,Ppp1r16b
,,Igbp1
,,Nip7
,,Ints6l
,,Tpd52l2
,,Msh6
,,Snrpc
,,Aar2
,,Ptp4a3
,,Acaca
,,Slf2
,,Pycr2
,,Coq3
,,Supt7l
,,Acot11
,,Smyd4
,,Pmvk
,,Cox5b
,,Prpf40a
,,Ndufa13
,,Tsn
,,Cryz
,,Def8
,,Smdt1
,,M6pr
,,Ddx24
,,Trbv13-3
,,Zfand6
,,Dld
,,Ehbp1l1
,,Smg6
,,Bicd2
,,Myo1c
,,Tspoap1
,,Rps19bp1
,,Eci2
,,Scamp2
,,Ost4
,,Lamp1
,,Dusp14
,,Ppie
,,Ubfd1
,,Sh3bp5l
,,Slc25a27
,,Anxa2
,,Atf7ip
,,Tspan2
,,Ckm
,,Pla2g6
,,Frmd4b
,,Mavs
,,Qtrt2
,,Icosl
,,Akr1e1
,,Smcr8
,,Gm10643
,,Rpl3
,,Ino80e
,,Ccdc122
,,Atp5g3
,,Mmp16
,,Hsh2d
,,Gspt1
,,Ostc
,,Ier5l
,,Usp21
,,Cyb5r3
,,Ppip5k2
,,Trpv2
,,Ccdc112
,,Hspa2
,,P3h4
,,Ciao2b
,,Kat8
,,Plek
,,Mtmr1
,,Slc25a42
,,Mtmr6
,,Selenos
,,Unc119
,,Cox7c
,,Plcl1
,,Yif1b
,,Rnf114
,,Supt3
,,Prelid2
,,Gpr18
,,Pus3
,,Sms
,,Senp8
,,Ipo9
,,Hyou1
,,Med25
,,Ifit2
,,Dnajc24
,,Trim34a
,,Agfg1
,,Tiprl
,,Mdp1
,,Pigb
,,Ybx3
,,Hsbp1
,,Slc35e4
,,Trafd1
,,Nmral1
,,Ephx1
,,Smndc1
,,Ppfia1
,,Tnp2
,,Gigyf2
,,Nfyb
,,Vdac1
,,Hnrnpll
,,Cdc27
,,Tmem165
,,Oxld1
,,Slfn1
,,Lekr1
,,Ogfod2
,,Ttc33
,,Ccdc40
,,Serpinb1b
,,Snx10
,,1700017B05Rik
,,Atmin
,,Fam110a
,,Eaf1
,,Polr2k
,,Naa10
,,Hsd17b12
,,Eif2s2
,,Slc35b4
,,Arl8b
,,Zfp12
,,Mark3
,,Ubqln4
,,Hexdc
,,Sostdc1
,,Insig2
,,Ppp1r14b
,,Ints8
,,Cdk11b
,,Calhm2
,,Calm3
,,Qrfp
,,Uty
,,Spata5
,,Lsr
,,Usp40
,,Rnf213
,,Lman1
,,Ighm
,,Tbcb
,,Tbl1x
,,Cct7
,,Dnaja1
,,Ap1ar
,,B230307C23Rik
,,Rpl7
,,Vkorc1l1
,,Acly
,,Med14
,,Tmem60
,,Helb
,,Ndufb9
,,Rab23
,,Wdr70
,,Tmem216
,,Ece1
,,Dnajc19
,,Zfp958
,,Nans
,,Ahr
,,Adam17
,,Hnrnph3
,,Magohb
,,Purg
,,Asnsd1
,,Slfn8
,,Zswim4
,,Tmem258
,,Pcsk4
,,Sik3
,,Selenok
,,Zfp944
,,Psmc5
,,Ppic
,,Nipa2
,,Cabcoco1
,,Mrps18b
,,Zfp955b
,,Ndrg1
,,Cox17
,,Herpud1
,,1700019D03Rik
,,Dennd5b
,,Tbc1d19
,,Dffa
,,Arntl
,,Rnaseh2b
,,Ppp2ca
,,Dync2h1
,,Ddx28
,,Mrps16
,,Pelp1
,,Pabpc1l
,,Irf5
,,Xlr4b
,,Zfp26
,,Gnaq
,,Arl1
,,C1d
,,Gnptab
,,Coa6
,,Bmt2
,,Angptl2
,,Zdhhc6
,,Fnta
,,Dnajc18
,,Thop1
,,Sypl
,,Snx3
,,Map9
,,Cep250
,,Micu2
,,Tnfrsf13b
,,Lat2
,,Cul2
,,Pnpo
,,Gem
,,Urgcp
,,Akirin1
,,Exd2
,,Mlf2
,,Sytl3
,,Bace1
,,Snf8
,,Eif2a
,,Pfdn1
,,Grtp1
,,Dynlrb1
,,Kif3b
,,Ctla4
,,Erlin1
,,Arpc5l
,,Cnih1
,,Rrs1
,,Fhl2
,,Cdc42ep3
,,Slirp
,,Cyp4f17
,,Coq4
,,Mterf1b
,,Usp8
,,Cd52
,,Cdc40
,,Snx18
,,Zdhhc24
,,Lgalsl
,,Spcs2
,,Mtif3
,,Acot9
,,Mapkapk2
,,Lpgat1
,,Oas1a
,,Etfa
,,Lypla1
,,Fbxo17
,,Dhodh
,,Abhd14b
,,Trdv1
,,Pik3c2b
,,Frg2f1
,,Rtraf
,,Cd68
,,Hyal2
,,Hdac2
,,Rnf130
,,Dph3
,,Frmd4a
,,Dmac1
,,Thap7
,,Iqcc
,,Rpusd1
,,Rabgap1l
,,Tmem176b
,,Pdcd5
,,C1qbp
,,Nit2
,,Esd
,,Rb1cc1
,,Daxx
,,Unc13d
,,Stradb
,,Nme6
,,Adam15
,,Rpl35a
,,Acacb
,,Traf7
,,Ddx1
,,Txnrd2
,,Plxdc1
,,Pofut2
,,Ankra2
,,Mtx1
,,Trappc4
,,Ifit1
