ID,count
ENSMUSE00000858910,4
ENSMUSE00000863980,4
ENSMUSE00000485541,210
ENSMUSE00001343189,2
ENSMUSE00001343686,0
ENSMUSE00001337180,1
ENSMUSE00001345667,0
ENSMUSE00001343966,3
ENSMUSE00001337496,4
ENSMUSE00000846843,0
ENSMUSE00001344134,29
ENSMUSE00001340315,0
ENSMUSE00001378580,235
ENSMUSE00001342598,8
ENSMUSE00001379779,73
ENSMUSE00001403780,72
ENSMUSE00001396015,11
ENSMUSE00001340813,2
ENSMUSE00000471383,5
ENSMUSE00001346369,5
ENSMUSE00001341878,5
ENSMUSE00000436360,5
ENSMUSE00001339744,3
ENSMUSE00001338503,5
ENSMUSE00001338470,3
ENSMUSE00000231976,5
ENSMUSE00001344451,1
ENSMUSE00001340102,3
ENSMUSE00001304409,72
ENSMUSE00001342057,10
ENSMUSE00000846510,4
ENSMUSE00001345430,24
ENSMUSE00000450421,671
ENSMUSE00001229301,671
ENSMUSE00000789568,599
ENSMUSE00001246843,479
ENSMUSE00001343760,54
ENSMUSE00001266256,281
ENSMUSE00000727986,77
ENSMUSE00000491965,1
ENSMUSE00001344247,0
ENSMUSE00000814493,70
ENSMUSE00001258222,93
ENSMUSE00001235188,70
ENSMUSE00001288384,70
ENSMUSE00001269943,60
ENSMUSE00000898244,0
ENSMUSE00001338399,0
ENSMUSE00000815609,1
ENSMUSE00001345632,0
ENSMUSE00001341829,0
ENSMUSE00000945922,0
ENSMUSE00001344175,3
ENSMUSE00000230695,1
ENSMUSE00001336803,0
ENSMUSE00001343562,63
ENSMUSE00000850919,30
ENSMUSE00000630867,2
ENSMUSE00001343653,0
ENSMUSE00001345117,45
ENSMUSE00001343905,2
ENSMUSE00001229435,1
ENSMUSE00001340227,0
ENSMUSE00001116424,220
ENSMUSE00001345075,99
ENSMUSE00001340075,99
ENSMUSE00001341418,14
ENSMUSE00001340185,1
ENSMUSE00000766828,466
ENSMUSE00000805330,466
ENSMUSE00001283395,43
ENSMUSE00000229712,247
ENSMUSE00001338148,2
ENSMUSE00000837222,1
ENSMUSE00001342882,6
ENSMUSE00001089168,0
ENSMUSE00001337805,0
ENSMUSE00000710157,4
ENSMUSE00000727604,1
ENSMUSE00001343882,2
ENSMUSE00000535591,1
ENSMUSE00001341429,2
ENSMUSE00001345729,0
ENSMUSE00000633382,4
ENSMUSE00001338516,0
ENSMUSE00001346128,1
