ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,4183.85808654579,0.09587138765185749,0.11924478223702153,0.803988114643834,0.42140383916165186,1
ENSMUSG00000000003,0.12752393432222386,0.989371588611502,4.562004801346694,0.21687210594768372,0.82830801648391,NA
ENSMUSG00000000028,1372.9808747626487,-0.07842516625939351,0.26504114561127473,-0.2958980805735596,0.767307916948245,1
ENSMUSG00000000037,1.380555758749076,-3.0934295615690806,2.2685528270968023,-1.3636136327175243,0.17268919918631992,NA
ENSMUSG00000000049,0.08684507567768368,0,4.5620048013415655,0,1,NA
ENSMUSG00000000056,781.2303509541014,0.0507179872343038,0.17952254320152727,0.2825159800536533,0.7775478951256818,1
ENSMUSG00000000058,6.656267688779662,0.15769439974721772,1.07026702590157,0.14734117367988547,0.8828627352056488,1
ENSMUSG00000000078,6555.57519120438,0.05733934925361925,0.22724056485035718,0.25232884494622887,0.800786894255731,1
ENSMUSG00000000085,65.67730271990726,0.01837065754020842,0.3623125336674917,0.05070389741765845,0.9595614709559143,1
ENSMUSG00000000088,1873.512130716715,0.04680239683950119,0.21239622897987842,0.22035417984720934,0.8255953275280312,1
ENSMUSG00000000093,6.830991275130429,-0.3382682731974597,1.0037267330578117,-0.33701231825014716,0.7361076141393312,1
ENSMUSG00000000094,1.2012507226070972,1.47240360320942,2.5632174632711897,0.5744356943208135,0.5656730044245875,NA
ENSMUSG00000000103,0,NA,NA,NA,NA,NA
ENSMUSG00000000120,9.812197793419971,-0.19683392458522175,0.8737728321787593,-0.22526899136290932,0.8217700210326389,1
ENSMUSG00000000125,0,NA,NA,NA,NA,NA
ENSMUSG00000000126,5.129414095137178,1.0212513308145437,1.1257423981046983,0.9071803038900587,0.36431145755107935,1
ENSMUSG00000000127,7.167717396178684,-0.9983181844978934,1.2762633781651596,-0.7822195650032218,0.4340855482115937,1
ENSMUSG00000000131,4488.676137092079,0.19190882986011207,0.13567228915360804,1.414502777666212,0.15721433239673885,1
ENSMUSG00000000134,403.3052944580197,0.1392389499257082,0.19264144166883482,0.7227881431923172,0.4698100529072531,1
ENSMUSG00000000142,511.23616918664754,0.07849718615235143,0.19542707521991498,0.4016699634071594,0.687926932752228,1
ENSMUSG00000000148,589.9790716237288,-0.03222478386137933,0.16143135482084955,-0.19961911301024007,0.8417784786101268,1
ENSMUSG00000000149,393.9967810213485,0.05968561853018119,0.22602682498288254,0.26406431420120735,0.791730361300184,1
ENSMUSG00000000154,0.10159235879303158,0,4.562004801344765,0,1,NA
ENSMUSG00000000157,0.11657657780953251,0.9893715886115001,4.562004801346694,0.2168721059476833,0.8283080164839103,NA
ENSMUSG00000000159,0.9100909666586079,-0.27552594369780936,3.461073486332663,-0.07960707704873246,0.936549766412606,NA
ENSMUSG00000000167,44.639717848556785,-0.6484488965044551,0.43280852083655735,-1.498235051498283,0.1340721917864896,1
ENSMUSG00000000168,737.9523404796006,0.313337562314838,0.2090585258336276,1.4988030794984055,0.13392472548535905,1
ENSMUSG00000000171,1477.9810439672356,0.12205825190510242,0.16323851414803642,0.7477294959595823,0.45462333606653677,1
ENSMUSG00000000182,1.7524973527379986,0.057474775499144704,1.9549171652489659,0.029400107851539112,0.9765454867899466,1
