Chr,Start,End,Score,RPKM,Reads,cRPKM,cReads
1,9833287,9833737,3.445970744770334,0,0,0.41633219006890243,1
1,12644676,12644943,79.25732712971768,14.276516626576512,23,0,0
1,13155528,13155675,3.445970744770334,1.1240030716576104,1,0,0
1,13465017,13465339,3.445970744770334,0,0,1.1626366422357584,2
1,13572714,13572916,3.445970744770334,0,0,0.9249547670988915,1
1,16272012,16272159,3.445970744770334,0,0,0,0
1,19176186,19176432,27.56776595816267,16.837292976247603,25,12.923153446389778,17
1,20740683,20740897,3.445970744770334,0,0,1.7466587694983722,2
1,20912191,20912405,3.445970744770334,0,0,0,0
1,20980574,20980777,3.445970744770334,0.8154532088496389,1,0,0
1,21333756,21333935,17.229853723851672,4.62090151681462,5,0,0
1,21780884,21781043,3.445970744770334,0,0,1.1735363607567186,1
1,22555814,22556059,3.445970744770334,8.11475388318665,12,9.92258386330884,13
1,24612392,24612557,137.83882979081338,43.091298482102594,43,3.393358151585692,3
1,24613562,24613891,199.86630319667938,37.80737604666507,75,9.672784549267499,17
1,24614943,24615289,220.54212766530136,36.91394525824244,77,7.034454266207421,13
1,24615733,24616150,251.55586436823438,34.623597011156434,87,6.288807292093421,14
1,30793040,30793276,3.445970744770334,0.7019090911617144,1,1.5845216685322785,2
1,30812143,30812338,3.445970744770334,0,0,5.747933195543112,6
1,30830323,30830526,3.445970744770334,0,0,0,0
1,30848256,30848459,3.445970744770334,0,0,0.9204206751033088,1
1,33528167,33528314,20.675824468622004,7.8680215016032715,7,1.268687957574831,1
1,33612215,33612478,3.445970744770334,1.2602458682221689,2,0.711234158034375,1
1,33883434,33883666,3.445970744770334,0,0,3.223447514524892,4
1,34005552,34005774,3.445970744770334,0.7459751327593108,1,2.5259975478171524,3
1,34433339,34433654,3.445970744770334,1.5792954551138574,3,1.7825868770988131,3
1,36293557,36293744,3.445970744770334,0.8848534819432251,1,0.998754349580186,1
1,36296720,36297145,13.783882979081335,2.3429923183848778,6,0.881529660662324,2
1,36308002,36308316,20.675824468622004,3.696721213451696,7,0.5960819610192857,1
1,36892634,36892903,3.445970744770334,0.6161202022419493,1,1.3908579090449997,2
1,37478543,37478836,3.445970744770334,0.5658246755283208,1,0.6386592439492347,1
1,37544183,37544689,6.891941489540668,1.6405567515318178,5,1.1110403415448225,3
1,37890044,37890476,13.783882979081335,1.9209290370130059,5,0.43363930189624705,1
1,38723774,38724042,3.445970744770334,0.6184106119157112,1,1.3960283845433086,2
1,38771115,38771288,6.891941489540668,1.912097179371567,2,0,0
1,38777587,38777971,10.337912234311002,1.728337190704689,4,0.48770342265214284,1
1,39205161,39205433,3.445970744770334,0.6093496505689608,1,1.3755737561983514,2
1,39281935,39282226,6.891941489540668,1.1394003740090846,2,0,0
1,39535222,39535505,3.445970744770334,0.5857480795962194,1,0.661147245496743,1
1,39842317,39842464,6.891941489540668,4.4960122866304415,4,2.537375915149662,2
1,39920748,39921117,3.445970744770334,0,0,2.0299007321197298,4
1,40386299,40386533,3.445970744770334,0.7078827855545801,1,0,0
1,40475744,40475983,3.445970744770334,0,0,2.3470727215134373,3
1,40515231,40515480,10.337912234311002,3.9924589105278314,6,2.2531898126529,3
1,40516160,40516536,3.445970744770334,0,0,1.4941577006982094,3
1,41917952,41918111,34.459707447703344,10.397028412832896,10,0,0
1,43225070,43225274,3.445970744770334,1.62295077663733,2,1.8318616363031706,2
1,43880399,43880711,3.445970744770334,1.0629549815036825,2,0.5998907914411342,1
1,43934632,43934789,3.445970744770334,0,0,1.1883912513992088,1
1,44042148,44042405,3.445970744770334,1.289553911669196,2,0.7277744872909883,1
1,44201170,44201415,27.56776595816267,13.524589805311082,20,9.159308181515854,12
1,44951123,44951384,65.47344415063635,12.698660656895138,20,0.7166634264163168,1
1,46076028,46076243,3.445970744770334,13.862704550443858,18,46.072168237115626,53
1,46342733,46342880,3.445970744770334,2.2480061433152208,2,1.268687957574831,1
1,46732478,46732725,6.891941489540668,14.086296559321985,21,14.385284422179131,19
1,46864308,46864643,13.783882979081335,2.9705795465236844,6,1.1176536769111605,2
1,49859615,49859762,34.459707447703344,12.364033788233712,11,1.268687957574831,1
1,51092475,51092656,6.891941489540668,3.656097903413765,4,2.0633606342975273,2
1,51490305,51490505,3.445970744770334,0,0,0,0
1,51493881,51494059,3.445970744770334,0.9293433218174655,1,0,0
1,51509705,51509990,20.675824468622004,4.071563574256238,7,0.6565238381855769,1
1,51513131,51513278,3.445970744770334,1.1240030716576104,1,1.268687957574831,1
1,51514560,51514953,3.445970744770334,2.1110717589508416,5,2.382814945698921,5
1,51525560,51525794,6.891941489540668,3.5394139277729004,5,2.397010438992447,3
1,52022285,52022432,6.891941489540668,2.2480061433152208,2,0,0
1,52113835,52113989,6.891941489540668,2.1464832852300173,2,0,0
1,52374756,52374922,3.445970744770334,0,0,0,0
1,53819781,53819935,3.445970744770334,1.0732416426150087,1,0,0
1,53889398,53889731,3.445970744770334,0,0,1.1243462138986524,2
