Chr,Start,End,Score,RPKM,Reads,cRPKM,cReads,noil2_RPKM,noil2_Reads,log2FoldChange
1,9833287,9833737,9.649335796014498,10.534789275996738,34,0.41633219006890243,1,0,0,6.732647636943888
1,12644676,12644943,17.544246901844545,31.28527192805879,60,0,0,14.276516626576512,23,1.1263735499779264
1,13155528,13155675,1.7544246901844542,5.665170862648484,6,0,0,1.1240030716576104,1,2.2357561872294323
1,13465017,13465339,9.356931680983756,14.709566450385537,34,1.1626366422357584,2,0,0,7.210385596165555
1,13572714,13572916,4.093657610430394,10.325680882659798,15,0.9249547670988915,1,0,0,6.7039977963664565
1,16272012,16272159,2.339232920245939,7.553561150197979,8,0,0,0,0,6.258059275148509
1,19176186,19176432,1.4620205751537119,12.446556227249301,22,12.923153446389778,17,16.837292976247603,25,-0.43291188431209704
1,20740683,20740897,4.970869955522621,12.349194159509718,19,1.7466587694983722,2,0,0,6.959908548959211
1,20912191,20912405,4.678465840491878,10.399321397481868,16,0,0,0,0,6.714152274987518
1,20980574,20980777,4.386061725461136,10.275064799901662,15,0,0,0.8154532088496389,1,3.5024903888720362
1,21333756,21333935,4.386061725461136,11.645073439888552,15,0,0,4.62090151681462,5,1.3149214421309061
1,21780884,21781043,1.4620205751537119,5.2402830479498475,6,1.1735363607567186,1,0,0,5.7388443051619085
1,22555814,22556059,1.1696164601229695,9.656890169663676,17,9.92258386330884,13,8.11475388318665,12,0.24820403619974554
1,24612392,24612557,11.988568716260437,37.03975166422382,44,3.393358151585692,3,43.091298482102594,43,-0.21777652098291658
1,24613562,24613891,9.941739911045241,21.59631801579331,51,9.672784549267499,17,37.80737604666507,75,-0.8050283662543793
1,24614943,24615289,15.78982221166009,26.981668719511227,67,7.034454266207421,13,36.91394525824244,77,-0.45075228072929274
1,24615733,24616150,21.637904512274936,29.41913290077108,88,6.288807292093421,14,34.623597011156434,87,-0.23426605995250724
1,30793040,30793276,4.386061725461136,10.023607517878753,17,1.5845216685322785,2,0.7019090911617144,1,3.6581409774971148
1,30812143,30812338,2.339232920245939,9.981491519904472,14,5.747933195543112,6,0,0,6.655565285873032
1,30830323,30830526,4.093657610430394,9.590060479908217,14,0,0,0,0,6.598433765046951
1,30848256,30848459,3.801253495399651,9.590060479908217,14,0.9204206751033088,1,0,0,6.598433765046951
1,33528167,33528314,2.339232920245939,8.497756293972726,9,1.268687957574831,1,7.8680215016032715,7,0.10973867676413782
1,33612215,33612478,7.894911105830045,14.821002559858156,28,0.711234158034375,1,1.2602458682221689,2,3.455405123942767
1,33883434,33883666,3.2164452653381663,8.996194073733642,15,3.223447514524892,4,0,0,6.507191130364905
1,34005552,34005774,2.6316370352766816,7.519688678672427,12,2.5259975478171524,3,0.7459751327593108,1,3.1710448926308863
1,34433339,34433654,7.894911105830045,13.26653936189835,30,1.7825868770988131,3,1.5792954551138574,3,2.9926980102230076
1,36293557,36293744,9.941739911045241,26.015589599751017,35,0.998754349580186,1,0.8848534819432251,1,4.728858356185621
1,36296720,36297145,38.304939069027256,43.62802161986415,133,0.881529660662324,2,2.3429923183848778,6,4.161836845875077
1,36308002,36308316,17.2518427868138,26.61731071974526,60,0.5960819610192857,1,3.696721213451696,7,2.814948824582029
1,36892634,36892903,9.064527565953014,17.079441045169872,33,1.3908579090449997,2,0.6161202022419493,1,4.584337519976615
1,37478543,37478836,11.403760486198953,19.012364799818045,40,0.6386592439492347,1,0.5658246755283208,1,4.843220147934189
1,37544183,37544689,24.56194566258236,23.97920447977051,87,1.1110403415448225,3,1.6405567515318178,5,3.7901669700614566
1,37890044,37890476,11.696164601229695,13.23181554832602,41,0.43363930189624705,1,1.9209290370130059,5,2.721782693497576
