Chr,Start,End,Score,RPKM,Reads,cRPKM,cReads
chr1,9833287,9833737,9.649335796014498,10.534789275996738,34,0.41633219006890243,1
chr1,12644676,12644943,17.544246901844545,31.28527192805879,60,0,0
chr1,13155528,13155675,1.7544246901844542,5.665170862648484,6,0,0
chr1,13465017,13465339,9.356931680983756,14.709566450385537,34,1.1626366422357584,2
chr1,13572714,13572916,4.093657610430394,10.325680882659798,15,0.9249547670988915,1
chr1,16272012,16272159,2.339232920245939,7.553561150197979,8,0,0
chr1,19176186,19176432,1.4620205751537119,12.446556227249301,22,12.923153446389778,17
chr1,20740683,20740897,4.970869955522621,12.349194159509718,19,1.7466587694983722,2
chr1,20912191,20912405,4.678465840491878,10.399321397481868,16,0,0
chr1,20980574,20980777,4.386061725461136,10.275064799901662,15,0,0
chr1,21333756,21333935,4.386061725461136,11.645073439888552,15,0,0
chr1,21780884,21781043,1.4620205751537119,5.2402830479498475,6,1.1735363607567186,1
chr1,22555814,22556059,1.1696164601229695,9.656890169663676,17,9.92258386330884,13
chr1,24612392,24612557,11.988568716260437,37.03975166422382,44,3.393358151585692,3
chr1,24613562,24613891,9.941739911045241,21.59631801579331,51,9.672784549267499,17
chr1,24614943,24615289,15.78982221166009,26.981668719511227,67,7.034454266207421,13
chr1,24615733,24616150,21.637904512274936,29.41913290077108,88,6.288807292093421,14
chr1,30793040,30793276,4.386061725461136,10.023607517878753,17,1.5845216685322785,2
chr1,30812143,30812338,2.339232920245939,9.981491519904472,14,5.747933195543112,6
chr1,30830323,30830526,4.093657610430394,9.590060479908217,14,0,0
chr1,30848256,30848459,3.801253495399651,9.590060479908217,14,0.9204206751033088,1
chr1,33528167,33528314,2.339232920245939,8.497756293972726,9,1.268687957574831,1
chr1,33612215,33612478,7.894911105830045,14.821002559858156,28,0.711234158034375,1
chr1,33883434,33883666,3.2164452653381663,8.996194073733642,15,3.223447514524892,4
chr1,34005552,34005774,2.6316370352766816,7.519688678672427,12,2.5259975478171524,3
chr1,34433339,34433654,7.894911105830045,13.26653936189835,30,1.7825868770988131,3
chr1,36293557,36293744,9.941739911045241,26.015589599751017,35,0.998754349580186,1
chr1,36296720,36297145,38.304939069027256,43.62802161986415,133,0.881529660662324,2
chr1,36308002,36308316,17.2518427868138,26.61731071974526,60,0.5960819610192857,1
chr1,36892634,36892903,9.064527565953014,17.079441045169872,33,1.3908579090449997,2
chr1,37478543,37478836,11.403760486198953,19.012364799818045,40,0.6386592439492347,1
chr1,37544183,37544689,24.56194566258236,23.97920447977051,87,1.1110403415448225,3
chr1,37890044,37890476,11.696164601229695,13.23181554832602,41,0.43363930189624705,1
chr1,38723774,38724042,3.2164452653381663,6.753276790418639,13,1.3960283845433086,2
chr1,38771115,38771288,4.093657610430394,11.24351918334067,14,0,0
chr1,38777587,38777971,10.526548141106726,13.429643135871471,37,0.48770342265214284,1
chr1,39205161,39205433,3.5088493803689085,7.166199039931415,14,1.3755737561983514,2
chr1,39281935,39282226,6.14048641564559,10.049857900177791,21,0,0
chr1,39535222,39535505,5.263274070553363,9.348861775685176,19,0.661147245496743,1
chr1,39842317,39842464,2.339232920245939,9.441951437747473,10,2.537375915149662,2
chr1,39920748,39921117,5.8480823006148475,9.064273380237575,24,2.0299007321197298,4
chr1,40386299,40386533,6.14048641564559,12.48748300788049,21,0,0
chr1,40475744,40475983,5.263274070553363,12.227327111882978,21,2.3470727215134373,3
chr1,40515231,40515480,9.941739911045241,20.681650429242065,37,2.2531898126529,3
chr1,40516160,40516536,10.234144026075983,14.085287768141058,38,1.4941577006982094,3
chr1,41917952,41918111,2.9240411503074237,8.733805079916413,10,0,0
chr1,43225070,43225274,6.432890530676333,16.35990805213611,24,1.8318616363031706,2
chr1,43880399,43880711,13.742993406444892,21.429911505992987,48,0.5998907914411342,1
chr1,43934632,43934789,2.339232920245939,7.959923617139009,9,1.1883912513992088,1
chr1,44042148,44042405,6.725294645707075,12.999151746852334,24,0.7277744872909883,1
chr1,44201170,44201415,2.046828805215197,10.792994895506462,19,9.159308181515854,12
chr1,44951123,44951384,12.865781061352665,24.00129640282373,45,0.7166634264163168,1
chr1,46076028,46076243,0.2924041150307424,8.410330817697286,13,46.072168237115626,53
chr1,46342733,46342880,2.046828805215197,7.553561150197979,8,1.268687957574831,1
chr1,46732478,46732725,0.2924041150307424,9.015540727655653,16,14.385284422179131,19
chr1,46864308,46864643,15.205013981598604,22.45835591978506,54,1.1176536769111605,2
chr1,49859615,49859762,1.1696164601229695,4.720975718873737,5,1.268687957574831,1
chr1,51092475,51092656,3.2164452653381663,9.981491519904472,13,2.0633606342975273,2
chr1,51490305,51490505,4.678465840491878,11.12365224108757,16,0,0
chr1,51493881,51494059,3.5088493803689085,9.368103772871237,12,0,0
chr1,51509705,51509990,20.468288052151966,34.690918079667995,71,0.6565238381855769,1
chr1,51513131,51513278,7.310102875768559,24.54907373814343,26,1.268687957574831,1
chr1,51514560,51514953,23.68473331749013,30.50181672579945,86,2.382814945698921,5
chr1,51525560,51525794,5.8480823006148475,13.676767103869107,23,2.397010438992447,3
chr1,52022285,52022432,3.2164452653381663,10.38614658152222,11,0,0
chr1,52113835,52113989,3.2164452653381663,9.917094800421218,11,0,0
chr1,52374756,52374922,4.093657610430394,11.714804418570518,14,0,0
chr1,53819781,53819935,2.9240411503074237,9.015540727655653,10,0,0
chr1,53889398,53889731,13.158185176383409,19.664135988314797,47,1.1243462138986524,2
chr1,54909055,54909257,6.14048641564559,15.14433196123437,22,0.9249547670988915,1
chr1,54923872,54924246,6.14048641564559,8.943416401834407,24,1.5021265417685998,3
chr1,55442109,55442346,5.263274070553363,11.155784639893234,19,0.7889320072314076,1
chr1,56782235,56782466,0.2924041150307424,7.2279766178618585,12,72.03085248782618,89
chr1,58301012,58301162,2.6316370352766816,8.328926698728235,9,0,0
chr1,58301241,58301459,6.725294645707075,14.675982965338994,23,0,0
chr1,58423897,58424078,4.093657610430394,11.517105599889776,15,1.0316803171487636,1
chr1,58651829,58652291,16.08222632669083,17.203521021347232,57,0.8110834458793735,2
chr1,58728516,58728663,2.6316370352766816,8.497756293972726,9,0,0
chr1,58797443,58797788,11.403760486198953,16.962765935560203,42,1.628027321280997,3
chr1,58896017,58896347,15.78982221166009,23.641961787326604,56,1.1345366629672204,2
chr1,59608276,59608423,2.9240411503074237,10.38614658152222,11,1.268687957574831,1
chr1,59844806,59845148,10.526548141106726,14.666681417002488,36,0,0
chr1,60158592,60159042,8.772123450922273,10.534789275996738,34,1.6653287602756097,4
chr1,60833697,60833950,4.970869955522621,9.352736148571907,17,0,0
chr1,60880123,60880594,20.175883937121224,20.724283240479625,70,0.3978089358497352,1
chr1,60888370,60888517,3.2164452653381663,10.38614658152222,11,0,0
chr1,60889070,60889264,5.263274070553363,12.899158271876548,18,0,0
chr1,60941672,60942027,14.620205751537117,20.411589400254087,52,1.0548641445004214,2
