,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.5113864,-0.9767805337905884,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,2.9384127,-0.011996150016784668,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6454343,-1.054140567779541,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.43953332,-2.21181321144104,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4959458,-0.08037376403808594,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.4185534,-7.6397809982299805,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.31797862,-1.1016457080841064,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.0666473,-0.5980994701385498,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0029835773,-3.6082983016967773,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,11.845934,-4.006726264953613,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.06962332,-0.6485917568206787,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.08298366,0.41081422567367554,True,2.1657458361432487,3.875005490977113,0.3337831963893015,11.332542072152057,0.042370934933424004,0.1623159646987915,1.8100684881210327,0.4669841091062859,0.0,0.0,0.4703877857191951,0.3963307795795654,4.37098357929238,0.25018919571017734,2.74076717643517
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.4111215,-0.6995965242385864,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,133.25008,-1.348397970199585,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.19010101,-1.3261003494262695,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5274612,-0.5882755517959595,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.05937011,-2.795485496520996,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.2086456,-1.4738802909851074,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,4.103985,0.5101428031921387,True,0.11008133091810463,0.058282394798807625,0.17418107552399797,10.03530498125181,6.066790568033855,0.7053114771842957,0.14716294407844543,0.468181980194889,0.0,0.0,0.22827656226687298,1.732996262740691,0.3961581740977949,0.2535927509910556,3.409501119678837
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.19173194,-0.49360859394073486,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.072017,-0.7936547994613647,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.3044162,-1.373403787612915,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.0013847,-0.5098165273666382,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.6225312,-0.16713261604309082,False,,,,,,,,,,,,,,,
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.8017623,-1.1543469429016113,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.30458668,-0.4002864360809326,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.7500648,-0.7927212715148926,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.0,0.0,False,,,,,,,,,,,,,,,
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.9175276,-0.7404453754425049,False,,,,,,,,,,,,,,,
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.1699877,-0.4061540365219116,False,,,,,,,,,,,,,,,
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.3401324,-1.740002155303955,False,,,,,,,,,,,,,,,
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.071946874,-5.368401527404785,False,,,,,,,,,,,,,,,
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,1.4350879,0.12635588645935059,True,0.052270231507403175,0.12334856256336715,0.2015610733095421,18.159236520415778,2.4190306044618284,0.14628630876541138,0.07654888182878494,0.2637200104211538,0.0,0.0,0.06340351852766714,0.3984458928583336,0.2129501373474968,0.7757615994595923,4.040282877860006
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,10.835286,0.14926403760910034,True,0.0328850604952797,0.008594710174354033,0.1806873758835287,10.260013566616704,32.48583264350891,1.1610177755355835,0.03439898416399956,0.12351542990920873,0.0,0.0,0.4201079585291625,3.3171547752131616,0.08902133961111822,2.013872645997904,3.2831157929064294
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.7292424,-0.8954567909240723,False,,,,,,,,,,,,,,,
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.2643083,-0.36962270736694336,False,,,,,,,,,,,,,,,
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.2693929,-0.7589155435562134,False,,,,,,,,,,,,,,,
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.208808,-1.1857502460479736,False,,,,,,,,,,,,,,,
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.3145205,-0.2543545961380005,False,,,,,,,,,,,,,,,
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.5808539,-0.49004364013671875,False,,,,,,,,,,,,,,,
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.88812363,-0.6996119022369385,False,,,,,,,,,,,,,,,
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.9247394,-0.38818395137786865,False,,,,,,,,,,,,,,,
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,5.5027156,-1.4255826473236084,False,,,,,,,,,,,,,,,
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.7389727,-0.868922233581543,False,,,,,,,,,,,,,,,
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.7972225,-0.9954690933227539,False,,,,,,,,,,,,,,,
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.35170007,-1.4346692562103271,False,,,,,,,,,,,,,,,
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,2.632469,-0.547215461730957,False,,,,,,,,,,,,,,,
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.6372246,0.4644947648048401,True,0.2733859290887673,0.08380743258259436,0.05452868653966394,72.9358768848126,0.3508929026126862,0.5398830771446228,0.7269874811172485,0.2461747739094188,0.0,0.0,0.4200208837688682,2.7279646647376805,3.8907759066285754,0.9396000638320183,15.302253539919315
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.6901902,-1.7630228996276855,False,,,,,,,,,,,,,,,
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.4664545,-0.37868714332580566,False,,,,,,,,,,,,,,,
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,8.766328,-0.24490630626678467,False,,,,,,,,,,,,,,,
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.28987724,-0.5035414695739746,False,,,,,,,,,,,,,,,
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.03408107,-0.16978740692138672,False,,,,,,,,,,,,,,,
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,1.1620779,-0.46493780612945557,False,,,,,,,,,,,,,,,
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,2.762195,-1.3572454452514648,False,,,,,,,,,,,,,,,
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.45987,-0.7629268169403076,False,,,,,,,,,,,,,,,
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.4856476,-1.4459457397460938,False,,,,,,,,,,,,,,,
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.37673,-2.5715858936309814,False,,,,,,,,,,,,,,,
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.31259298,-0.990254282951355,False,,,,,,,,,,,,,,,
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.8116447,0.13973087072372437,True,0.15121672538744546,0.29465142391127747,0.26013871973704583,13.625031454276863,0.5533747816085817,0.14342252910137177,0.12246156483888626,0.3297654065820116,0.0,0.0,0.2811758390620789,0.4189399616571281,0.3306556389634979,0.5122984529218688,2.759844455737653
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.51953393,-0.5366690158843994,False,,,,,,,,,,,,,,,
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.5434996,-2.1482057571411133,False,,,,,,,,,,,,,,,
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.31368393,-1.2231028079986572,False,,,,,,,,,,,,,,,
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,5.0310116,-3.3508143424987793,False,,,,,,,,,,,,,,,
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,25.275747,-1.0020647048950195,False,,,,,,,,,,,,,,,
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.38783056,-0.38079845905303955,False,,,,,,,,,,,,,,,
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,4.733372,-1.6682729721069336,False,,,,,,,,,,,,,,,
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.5275543,-5.509763240814209,False,,,,,,,,,,,,,,,
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.76095074,-0.5032159090042114,False,,,,,,,,,,,,,,,
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,0.94446105,-0.8029582500457764,False,,,,,,,,,,,,,,,
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.19575028,-0.23381876945495605,False,,,,,,,,,,,,,,,
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,6.3889937,-2.2411515712738037,False,,,,,,,,,,,,,,,
