,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.48056358,-0.16072344779968262,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.70172334,-0.5173985958099365,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,1.0032266,-0.9421403408050537,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.42224526,-0.5720723867416382,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4739747,0.35666006803512573,True,0.07107867298496388,0.05007573204031067,0.0734977284820462,44.737251620837135,0.7094886642694473,0.22618861496448517,0.15063542127609253,0.2593941553165309,0.0,0.0,0.12895377294192972,0.9534742759707272,0.6285629850523226,0.797365344139515,12.666007649329211
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.077646,-13.435670852661133,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5457148,-0.2861288785934448,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.5797603,-0.803057074546814,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0025980542,-1.6844499111175537,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,10.952221,-3.6104660034179688,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.088273674,-0.9939126968383789,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.11384025,0.5164075195789337,True,2.314453665903655,4.321780255758859,0.42252772009398937,7.3292784344106305,0.05966733733192086,0.15713481605052948,1.3365087509155273,0.4744256837550372,0.0,0.0,0.48655297088009564,0.34649462384709456,3.7134873702608306,0.22770419028877456,1.8743358359207465
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.88170034,-0.7830182313919067,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,145.18495,-0.5030663013458252,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.28935397,-0.4176809787750244,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.40686753,-0.3062704801559448,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06946681,-0.8477736711502075,False,,,,,,,,,,,,,,,
