,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.52470005,-0.5771052837371826,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,2.6769352,0.08969825506210327,True,0.02140457231000384,0.09131722545303873,0.19885682860746853,10.929018128181005,4.039488596518835,0.06321358680725098,0.023447280749678612,0.17839423010779426,0.0,0.0,0.26844220863161883,0.19142138559849126,0.0713382916171746,0.9957194161916231,3.360895606180612
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.98150235,-0.9640586376190186,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.4490195,-1.5390958786010742,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.6509514,-0.6481702327728271,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.99631,-9.55979061126709,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5625309,-1.338151454925537,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.53472376,-0.7930634021759033,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0033593553,-3.726694107055664,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.723408,-7.076025009155273,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.07543755,-0.8056676387786865,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.09529648,0.3951933979988098,True,2.3255099323956565,3.8857768269957047,0.3460547473192904,8.69758153223921,0.056381163205951455,0.16407427191734314,1.3750176429748535,0.4600047482968486,0.0,0.0,0.4617956668623488,0.4003301784639764,4.322357133544725,0.2659011170198538,2.0540008933872573
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5809795,-0.8078001737594604,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,154.04324,-0.40347766876220703,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.092390195,-0.1439589262008667,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.35267442,-1.155158519744873,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.10605026,-2.4672372341156006,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.5748339,-3.742159843444824,False,,,,,,,,,,,,,,,
