,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.4544367,-0.11266613006591797,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.78972113,0.45517224073410034,True,0.02799866628776048,0.09718550064253996,0.06254293721170098,32.245195674264686,2.1722892343997957,0.10664913803339005,0.0810072049498558,0.2648913099900456,0.0,0.0,0.4265795026485881,0.2752616618074123,0.22068705675513323,0.6471231064771771,7.81564487985292
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.69278365,-0.7969380617141724,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.3861703,-0.45296013355255127,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2139316,-0.23213565349578857,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.8456616,-13.943036079406738,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.45543382,-0.304105281829834,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8294082,-0.7995091676712036,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0028037867,-4.490863800048828,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.910118,-3.0232810974121094,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.09568544,-0.6742169857025146,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.119476385,0.709129810333252,True,1.7362902897358734,5.546860922735169,0.6453954688357849,11.845337848042144,0.06433873370289803,0.11128081381320953,0.8172399401664734,0.3868592432590582,0.0,0.0,0.48505044874340436,0.26684364230749996,1.8097881735784225,0.3661029515468247,1.3322567225080648
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.87437147,-0.8413089513778687,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,39.208347,-0.4962385892868042,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.32367074,-0.24455523490905762,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.39533493,-3.76666259765625,False,,,,,,,,,,,,,,,
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.07503626,-3.205761432647705,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.01379,-1.9219341278076172,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.9188375,-0.034018874168395996,False,,,,,,,,,,,,,,,
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.34302354,-0.26937270164489746,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.8160061,-1.231717586517334,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.81209266,-1.2748503684997559,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.118206,-2.555643081665039,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.79577637,-0.36932599544525146,False,,,,,,,,,,,,,,,
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.42157432,-1.0876319408416748,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.2543995,-0.770121693611145,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,4.096323,-0.3215961456298828,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.072659746,-6.207887649536133,False,,,,,,,,,,,,,,,
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,0.8803109,0.11111515760421753,True,0.042950003601539555,0.05407175811667424,0.07017240742292816,24.86548121986807,3.6046460170547165,0.2909824252128601,0.11802560836076736,0.34009907411820617,0.0,0.0,0.15036882189417422,0.698588378298206,0.2706014015069552,0.4724017055637153,7.625331949262615
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.6113691,-0.8185464143753052,False,,,,,,,,,,,,,,,
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,0.9910265,-1.263369083404541,False,,,,,,,,,,,,,,,
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.05410726,-0.8289577960968018,False,,,,,,,,,,,,,,,
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,1.7548643,-1.1231014728546143,False,,,,,,,,,,,,,,,
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,8.239583,0.15013718605041504,True,0.08092394536094238,0.0070667907213101165,0.08030778139327766,26.961278794905102,32.4710280418396,4.145686626434326,0.2106611132621765,0.6738259731681232,0.0,0.0,0.1969492509882969,10.890195614238495,0.497357653951722,0.12277518132189143,7.1906090224413575
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.614806,-0.73777174949646,False,,,,,,,,,,,,,,,
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.56268364,-0.4837538003921509,False,,,,,,,,,,,,,,,
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.2593552,0.5232889652252197,True,0.2055006198620096,0.7672591768282095,0.1737677457980028,12.505316673561392,0.42296330630779266,0.09215053170919418,0.3431434631347656,0.3798460615285206,0.0,0.0,0.4218866194985187,0.23386117927489813,0.8179974578931157,0.2908994560394058,4.391067169795553
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.4271417,-0.959540605545044,False,,,,,,,,,,,,,,,
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.32256967,-2.1391427516937256,False,,,,,,,,,,,,,,,
