,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.38975948,-0.05837249755859375,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.48839912,-0.6359424591064453,False,,,,,,,,,,,,,,,
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.8102681,-0.8308961391448975,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.39953294,-0.019640326499938965,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.443878,0.22891056537628174,True,0.04065667854303356,0.03299342851370673,0.0464856984101345,75.444447519424,0.945049341917038,0.20873290300369263,0.10436099767684937,0.23479114530380557,0.0,0.0,0.055448630570877254,0.9918689612140095,0.7146150521163284,1.0458736377675717,14.432134982243294
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.886948,-18.983158111572266,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.46707386,-0.5777407884597778,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.0471947,-1.6542229652404785,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.003557617,-4.29683780670166,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,12.048495,-2.611937999725342,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.07561398,-0.1829899549484253,False,,,,,,,,,,,,,,,
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.09435124,0.8571505844593048,True,4.004862104185112,10.626868359048768,0.9569003699232684,13.52467253676341,0.04039038643240929,0.1271345019340515,1.487261176109314,0.8423320574950486,0.0,0.0,0.4936794528602146,0.3730000516693914,3.999582300283785,0.07521222015870783,1.0484052926844805
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.781275,-0.47151780128479004,False,,,,,,,,,,,,,,,
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,146.77309,-0.49981117248535156,False,,,,,,,,,,,,,,,
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.111396305,-0.3256354331970215,False,,,,,,,,,,,,,,,
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.36231232,0.2782708406448364,True,0.08722159230230916,0.09741906194787157,0.03209185346897536,43.6284507251708,0.8362082827091217,0.22012414038181305,0.3731438219547272,0.2110815565220898,0.0,0.0,0.4063537896185705,0.8154765270796316,1.7432375848293304,1.231385403744308,15.194467736473102
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.057098806,-0.9434484243392944,False,,,,,,,,,,,,,,,
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.356348,-4.2187275886535645,False,,,,,,,,,,,,,,,
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,6.1075883,0.8028719872236252,True,0.14205641736814,0.07358846885179277,0.30803824424189097,10.958770833021696,10.403685569763184,0.7229092121124268,0.10770311206579208,0.41455407274138134,0.0,0.0,0.2541879473265162,1.8637271720395767,0.3065710602938358,0.29723809699591613,2.1258078795845097
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.34406117,-0.5204265117645264,False,,,,,,,,,,,,,,,
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,2.326381,-0.4102809429168701,False,,,,,,,,,,,,,,,
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.4270463,-0.9760884046554565,False,,,,,,,,,,,,,,,
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.0286582,-0.4912598133087158,False,,,,,,,,,,,,,,,
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.6749763,0.48045724630355835,True,0.040150433056695266,0.12158124038521159,0.1540511863893166,23.091806325389033,2.460403815805912,0.12960217893123627,0.06667798012495041,0.27051232514950435,0.0,0.0,0.174468205515512,0.3200495487817024,0.17325847043559467,0.7598472782413533,4.231589843957286
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.1877178,-2.4287593364715576,False,,,,,,,,,,,,,,,
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.37127098,-1.6516330242156982,False,,,,,,,,,,,,,,,
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.2102358,-1.7451379299163818,False,,,,,,,,,,,,,,,
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.047693145,-5.307338237762451,False,,,,,,,,,,,,,,,
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.641951,-0.256900429725647,False,,,,,,,,,,,,,,,
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.7735793,-0.1727665662765503,False,,,,,,,,,,,,,,,
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.4552723,-0.708720326423645,False,,,,,,,,,,,,,,,
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.07399948,-1.7918975353240967,False,,,,,,,,,,,,,,,
