,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.2410874,0.21094542741775513,True
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.43713358,0.21305698156356812,True
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.59865695,-0.9822908639907837,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.42601207,-0.015223026275634766,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3461447,-0.10685992240905762,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.2606106,-7.078824996948242,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.45922956,-0.4994407892227173,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.80543405,-0.2916682958602905,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0028341573,-0.8592748641967773,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.6325417,-2.221989393234253,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.08473742,-0.3632117509841919,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.10486554,0.6962292790412903,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5921585,-0.5490533113479614,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,100.72909,-0.3497471809387207,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.18208012,-0.10679876804351807,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5296986,-0.35549354553222656,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06500267,-1.7884728908538818,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.162623,-1.5453999042510986,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,3.6880322,0.22606801986694336,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.16934873,-0.006933927536010742,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.1512574,-0.9872359037399292,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.1608506,-1.3264832496643066,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.7475946,-0.952934741973877,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.629804,0.1738610863685608,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.5136198,-1.530959129333496,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.28259203,-0.6513094902038574,False
