,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Merged-chr1-101898007-3,8.199583728,-1.429059925,0.651303851,-2.194152427,0.028224453,NA
Merged-chr1-101902938-19,26.81733269,-1.040084923,0.482611488,-2.155118452,0.031152566,0.232005835
Merged-chr1-105435221-43,7.250262674,-1.421090158,0.664391718,-2.138934185,0.032440999,NA
Merged-chr1-105660229-4,5.628129814,1.43939689,0.685505542,2.099759671,0.035749988,NA
Merged-chr1-105663744-65,103.2529938,0.843182253,0.325072743,2.59382637,0.009491441,0.142000116
Merged-chr1-106321581-41,22.90932432,-1.466807992,0.52265,-2.806482332,0.005008566,0.108751681
Merged-chr1-106325458-21,17.042405,-1.077069158,0.540156327,-1.993995264,0.046152572,0.268732005
Merged-chr1-106612756-55,20.18823265,-1.225496141,0.519888924,-2.357226869,0.018411994,0.18603171
Merged-chr1-111864620-131,109.6179614,-0.911717445,0.34186745,-2.666874091,0.007656035,0.127573119
Merged-chr1-11229568-39,15.99531451,-1.124985949,0.565379299,-1.989789777,0.046614098,0.269720536
Merged-chr1-119484634-31,4.498886417,-1.410031719,0.688508479,-2.047951133,0.040564788,NA
Merged-chr1-119487061-15,3.985882782,-1.772213887,0.680335867,-2.604910268,0.009189832,NA
Merged-chr1-119713222-40,8.053417961,-1.422091429,0.651183814,-2.183855616,0.028972859,NA
Merged-chr1-120055687-61,35.83988746,-1.159750472,0.425540397,-2.725359287,0.006423155,0.119446771
Merged-chr1-120449834-24,7.766589085,-1.738103843,0.660843815,-2.630128031,0.008535272,NA
Merged-chr1-125457180-37,3.898191249,-1.438827819,0.684226287,-2.102853758,0.035478555,NA
Merged-chr1-126817888-53,12.42931677,-1.198555371,0.600828657,-1.994837225,0.046060636,0.268654118
Merged-chr1-127305921-53,23.52330493,-1.201831135,0.51475007,-2.334785764,0.019554615,0.191516888
Merged-chr1-127318691-6,6.073163092,-1.382264371,0.687300349,-2.0111504,0.044309573,NA
Merged-chr1-127345120-57,27.92449185,-1.158697482,0.469390297,-2.46851605,0.013567457,0.16235564
Merged-chr1-127349004-37,24.5701706,-1.580126848,0.496743882,-3.180968918,0.001467834,0.063485603
Merged-chr1-127830456-60,12.81980868,-1.223979829,0.587553312,-2.083180886,0.037234739,0.248446844
Merged-chr1-128447375-56,8.119605037,-1.284010396,0.648007936,-1.981473256,0.047538226,NA
Merged-chr1-130629883-31,9.990102801,-2.794752175,0.662824369,-4.216429426,2.48E-05,NA
Merged-chr1-131138487-81,29.78825147,1.28531198,0.453743558,2.832683699,0.004615904,0.105875016
Merged-chr1-131270408-31,6.917096445,1.655962789,0.67490523,2.453622693,0.014142528,NA
Merged-chr1-131318609-2,3.597540457,-1.512455042,0.666631684,-2.268801617,0.023280393,NA
Merged-chr1-13155543-38,12.9621908,-1.434987499,0.596570833,-2.405393325,0.016155068,0.175472308
Merged-chr1-131566288-35,14.29533754,1.349791163,0.570373749,2.366502955,0.017957031,0.184093422
Merged-chr1-131827353-5,14.73428638,1.224895408,0.575535904,2.128269321,0.03331476,0.236183306
Merged-chr1-132007886-2,12.92799599,1.355318277,0.588969561,2.30116863,0.021382101,0.199607346
Merged-chr1-13301699-56,23.01944772,-2.203197926,0.54832215,-4.018072085,5.87E-05,0.013294082
Merged-chr1-133363597-31,12.79214419,1.471493833,0.595248186,2.47206773,0.013433406,0.161740888
Merged-chr1-134059075-17,14.65328004,1.307005073,0.568271835,2.299964544,0.021450229,0.199904761
Merged-chr1-134063588-30,35.96276747,1.190938424,0.430105822,2.768942812,0.005623851,0.113991985
Merged-chr1-134093495-127,79.20412713,1.090681513,0.340829589,3.200078713,0.001373901,0.062124285
Merged-chr1-134106906-25,12.16177084,1.209571199,0.601652944,2.010413495,0.044387443,0.265445026
Merged-chr1-13426968-55,28.02103146,0.974038427,0.460397547,2.11564643,0.03437489,0.239228116
Merged-chr1-134333015-24,6.778037105,1.565362219,0.673121921,2.325525539,0.020043876,NA
Merged-chr1-136170288-30,4.863514101,-1.453707231,0.688440334,-2.111595091,0.034721194,NA
Merged-chr1-136346071-62,39.35803298,0.872135018,0.408760062,2.133611129,0.032874626,0.235159916
Merged-chr1-136415353-94,40.79931409,1.084706628,0.40715691,2.664099762,0.007719467,0.12818212
Merged-chr1-136695141-54,19.18191457,1.067812524,0.528170495,2.021719376,0.043205351,0.263422844
Merged-chr1-137900366-3,5.070779862,1.798714953,0.688372176,2.612997759,0.008975189,NA
Merged-chr1-138145333-13,18.80961368,1.661073785,0.546738246,3.038151799,0.00238034,0.078666963
Merged-chr1-138162867-55,28.34307147,1.101582963,0.459585162,2.396907155,0.016534113,0.1769801
Merged-chr1-138166376-13,14.64006454,1.516816214,0.571562462,2.653806568,0.007958944,0.129305728
Merged-chr1-141884587-57,17.7307917,-1.161501936,0.532525904,-2.181118189,0.029174676,0.227798745
Merged-chr1-143739685-80,57.53341775,-0.922876232,0.374375273,-2.465110003,0.013697119,0.163141332
Merged-chr1-144086293-56,28.7011765,-1.204751474,0.4811459,-2.503921312,0.012282535,0.156554351
Merged-chr1-144203119-59,27.71156289,-1.203597635,0.480137623,-2.506776342,0.012183778,0.156349536
Merged-chr1-144204947-2,3.143041357,-1.410076127,0.659253675,-2.138897638,0.032443959,NA
Merged-chr1-144239385-15,21.69749545,-1.519052718,0.543884022,-2.792971765,0.005222625,0.109804902
Merged-chr1-144330589-60,70.42894559,-0.962573806,0.350282082,-2.747996132,0.005996072,0.116289645
